"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-nowshera","kp-nowshera","Nowshera District",2023,1735689,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1725710,99.4251,9979,0.5749,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=NOWSHERA DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1725710;CHRISTIAN=8886;HINDU JATI=815;QADIANI/AHMADI=54;SCHEDULED CASTES=47;SIKH=31;PARSI=1;OTHERS=145]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-orakzai","kp-orakzai","Orakzai District",2023,387561,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",386749,99.7905,812,0.2095,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=ORAKZAI DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=386749;CHRISTIAN=719;HINDU JATI=27;QADIANI/AHMADI=33;SCHEDULED CASTES=7;SIKH=10;PARSI=0;OTHERS=16]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-peshawar","kp-peshawar","Peshawar District",2023,4750388,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",4713004,99.213,37384,0.787,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=PESHAWAR DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=4713004;CHRISTIAN=33249;HINDU JATI=1708;QADIANI/AHMADI=213;SCHEDULED CASTES=114;SIKH=1481;PARSI=5;OTHERS=614]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-shangla","kp-shangla","Shangla District",2023,890846,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",888436,99.7295,2410,0.2705,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SHANGLA DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=888436;CHRISTIAN=2140;HINDU JATI=19;QADIANI/AHMADI=9;SCHEDULED CASTES=11;SIKH=50;PARSI=0;OTHERS=181]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-south-waziristan","kp-south-waziristan","South Waziristan District",2023,888675,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",886981,99.8094,1694,0.1906,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SOUTH WAZIRISTAN DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=886981;CHRISTIAN=1556;HINDU JATI=4;QADIANI/AHMADI=23;SCHEDULED CASTES=13;SIKH=28;PARSI=0;OTHERS=70]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-swabi","kp-swabi","Swabi District",2023,1890230,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1885379,99.7434,4851,0.2566,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SWABI DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1885379;CHRISTIAN=4608;HINDU JATI=64;QADIANI/AHMADI=28;SCHEDULED CASTES=16;SIKH=57;PARSI=1;OTHERS=77]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-swat","kp-swat","Swat District",2023,2686076,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2677745,99.6898,8331,0.3102,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=SWAT DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=2677745;CHRISTIAN=7219;HINDU JATI=89;QADIANI/AHMADI=27;SCHEDULED CASTES=28;SIKH=540;PARSI=3;OTHERS=425]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-tank","kp-tank","Tank District",2023,470293,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",469033,99.7321,1260,0.2679,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=TANK DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=469033;CHRISTIAN=1164;HINDU JATI=1;QADIANI/AHMADI=3;SCHEDULED CASTES=1;SIKH=6;PARSI=0;OTHERS=85]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-torghar","kp-torghar","Torghar District",2023,200445,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",200158,99.8568,287,0.1432,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=TORGHAR DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=200158;CHRISTIAN=280;HINDU JATI=1;QADIANI/AHMADI=1;SCHEDULED CASTES=1;SIKH=2;PARSI=0;OTHERS=2]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-upper-chitral","kp-upper-chitral","Upper Chitral District",2023,195161,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",194379,99.5993,782,0.4007,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=UPPER CHITRAL DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=194379;CHRISTIAN=425;HINDU JATI=1;QADIANI/AHMADI=2;SCHEDULED CASTES=0;SIKH=0;PARSI=1;OTHERS=353]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-upper-dir","kp-upper-dir","Upper Dir District",2023,1082416,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1080001,99.7769,2415,0.2231,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=UPPER DIR DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=1080001;CHRISTIAN=2258;HINDU JATI=18;QADIANI/AHMADI=29;SCHEDULED CASTES=24;SIKH=8;PARSI=0;OTHERS=78]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:kp-upper-kohistan","kp-upper-kohistan","Upper Kohistan District",2023,374183,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",373408,99.7929,775,0.2071,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=UPPER KOHISTAN DISTRICT;province=Khyber Pakhtunkhwa;categories_verbatim[MUSLIM=373408;CHRISTIAN=661;HINDU JATI=16;QADIANI/AHMADI=2;SCHEDULED CASTES=4;SIKH=4;PARSI=2;OTHERS=86]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-attock","pb-attock","Attock District",2023,2133005,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",2118159,99.304,14846,0.696,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=ATTOCK DISTRICT;province=Punjab;categories_verbatim[MUSLIM=2118159;CHRISTIAN=13286;HINDU JATI=457;QADIANI/AHMADI=175;SCHEDULED CASTES=44;SIKH=769;PARSI=0;OTHERS=115]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-bahawalnagar","pb-bahawalnagar","Bahawalnagar District",2023,3544911,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3525258,99.4456,19653,0.5544,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=BAHAWALNAGAR DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3525258;CHRISTIAN=14577;HINDU JATI=2995;QADIANI/AHMADI=1598;SCHEDULED CASTES=111;SIKH=39;PARSI=2;OTHERS=331]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-bahawalpur","pb-bahawalpur","Bahawalpur District",2023,4264457,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",4185348,98.1449,79109,1.8551,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=BAHAWALPUR DISTRICT;province=Punjab;categories_verbatim[MUSLIM=4185348;CHRISTIAN=27651;HINDU JATI=46923;QADIANI/AHMADI=1234;SCHEDULED CASTES=1761;SIKH=88;PARSI=25;OTHERS=1427]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-bhakkar","pb-bhakkar","Bhakkar District",2023,1956971,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1950820,99.6857,6151,0.3143,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=BHAKKAR DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1950820;CHRISTIAN=5913;HINDU JATI=9;QADIANI/AHMADI=124;SCHEDULED CASTES=16;SIKH=30;PARSI=0;OTHERS=59]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-chakwal","pb-chakwal","Chakwal District",2023,1731689,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1722147,99.449,9542,0.551,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=CHAKWAL DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1722147;CHRISTIAN=8478;HINDU JATI=125;QADIANI/AHMADI=844;SCHEDULED CASTES=17;SIKH=26;PARSI=0;OTHERS=52]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-chiniot","pb-chiniot","Chiniot District",2023,1563024,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1490359,95.351,72665,4.649,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=CHINIOT DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1490359;CHRISTIAN=5211;HINDU JATI=49;QADIANI/AHMADI=67223;SCHEDULED CASTES=83;SIKH=14;PARSI=0;OTHERS=85]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-dera-ghazi-khan","pb-dera-ghazi-khan","Dera Ghazi Khan District",2023,3386575,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3375249,99.6656,11326,0.3344,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=DERA GHAZI KHAN DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3375249;CHRISTIAN=9135;HINDU JATI=93;QADIANI/AHMADI=1823;SCHEDULED CASTES=73;SIKH=48;PARSI=0;OTHERS=154]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-faisalabad","pb-faisalabad","Faisalabad District",2023,9065306,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",8746155,96.4794,319151,3.5206,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=FAISALABAD DISTRICT;province=Punjab;categories_verbatim[MUSLIM=8746155;CHRISTIAN=308580;HINDU JATI=1985;QADIANI/AHMADI=7630;SCHEDULED CASTES=165;SIKH=243;PARSI=3;OTHERS=545]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-gujranwala","pb-gujranwala","Gujranwala District",2023,5940173,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",5726286,96.3993,213887,3.6007,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=GUJRANWALA DISTRICT;province=Punjab;categories_verbatim[MUSLIM=5726286;CHRISTIAN=207782;HINDU JATI=964;QADIANI/AHMADI=4639;SCHEDULED CASTES=69;SIKH=149;PARSI=5;OTHERS=279]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-gujrat","pb-gujrat","Gujrat District",2023,3216000,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",3181322,98.9217,34678,1.0783,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=GUJRAT DISTRICT;province=Punjab;categories_verbatim[MUSLIM=3181322;CHRISTIAN=30485;HINDU JATI=164;QADIANI/AHMADI=3825;SCHEDULED CASTES=53;SIKH=38;PARSI=0;OTHERS=113]"
"PK","pk-district-2023-boundary-pending","district","pk-district-2023-boundary-pending:pb-hafizabad","pb-hafizabad","Hafizabad District",2023,1319651,"PBS 2023 Census Table 9 total population for the district-equivalent unit (four provinces + ICT frame). The 2023 PBS Table 9 religion tables cover the four provinces (Khyber Pakhtunkhwa, Punjab, Sindh, and Balochistan) and the Islamabad Capital Territory. They exclude Azad Jammu and Kashmir and Gilgit-Baltistan, whose figures are published separately and are not included here. This product renders the coverage of the published tables as printed and makes no territorial claim.",1306048,98.9692,13603,1.0308,,,,,,,"pbs-census-2023-table9-religion-district","census_religion_2023_verbatim_frame;eight_category_partition;no_no_religion_or_not_stated_category;minority_share_two_slot_design;reference_group=muslim;religious_affiliation_percent=muslim_reference_group_share;no_religion_percent=minority_share_exact_complement;minority_share=christian+hindu_jati+qadiani_ahmadi+scheduled_castes+sikh+parsi+others;exact_printed_counts;no_small_cell_suppression;printed_unit=HAFIZABAD DISTRICT;province=Punjab;categories_verbatim[MUSLIM=1306048;CHRISTIAN=11883;HINDU JATI=368;QADIANI/AHMADI=1273;SCHEDULED CASTES=12;SIKH=5;PARSI=0;OTHERS=62]"
