"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:bushehr","bushehr","Bushehr",2011,1032949,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1002734,97.0749,,,,,,23663.0204,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1001207;christian=1105;zoroastrian=155;jew=9;other=258;not_stated=30215;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=bushehr;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:chahar_mahaal_bakhtiari","chahar_mahaal_bakhtiari","Chahar Mahaal and Bakhtiari",2011,895263,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",893808,99.8375,,,,,,15223.6487,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=892596;christian=911;zoroastrian=223;jew=2;other=76;not_stated=1455;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=chahar_mahaal_bakhtiari;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:east_azarbaijan","east_azarbaijan","East Azarbaijan",2011,3724620,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3718202,99.8277,,,,,,46443.1117,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3713960;christian=3130;zoroastrian=562;jew=13;other=537;not_stated=6418;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=east_azarbaijan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:esfahan","esfahan","Esfahan",2011,4879312,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",4865081,99.7083,,,,,,110490.7189,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=4846725;christian=9488;zoroastrian=1147;jew=897;other=6824;not_stated=14231;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=esfahan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:fars","fars","Fars",2011,4596658,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",4580186,99.6417,,,,,,125717.2788,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=4566890;christian=4156;zoroastrian=983;jew=2626;other=5531;not_stated=16472;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=fars;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:gilan","gilan","Gilan",2011,2480874,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",2477575,99.867,,,,,,14413.9174,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=2475744;christian=1377;zoroastrian=157;jew=11;other=286;not_stated=3299;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=gilan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:golestan","golestan","Golestan",2011,1777014,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1769525,99.5786,,,,,,20742.1163,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1767265;christian=918;zoroastrian=124;jew=8;other=1210;not_stated=7489;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=golestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:hamadan","hamadan","Hamadan",2011,1758268,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1752481,99.6709,,,,,,20495.343,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1750099;christian=1602;zoroastrian=386;jew=11;other=383;not_stated=5787;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=hamadan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:hormozgan","hormozgan","Hormozgan",2011,1578183,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1571572,99.5811,,,,,,67323.0593,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1568982;christian=2081;zoroastrian=264;jew=4;other=241;not_stated=6611;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=hormozgan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:ilam","ilam","Ilam",2011,557599,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",556386,99.7825,,,,,,18802.7016,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=555489;christian=709;zoroastrian=165;jew=4;other=19;not_stated=1213;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=ilam;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kerman","kerman","Kerman",2011,2938988,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",2927058,99.5941,,,,,,183150.974,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=2918450;christian=3887;zoroastrian=1404;jew=64;other=3253;not_stated=11930;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kerman;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kermanshah","kermanshah","Kermanshah",2011,1945227,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1941909,99.8294,,,,,,23447.82,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1938739;christian=1842;zoroastrian=430;jew=57;other=841;not_stated=3318;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kermanshah;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:khorasan_yazd","khorasan_yazd","Razavi Khorasan, South Khorasan and Yazd",2011,7731364,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",7694829,99.5274,,,,,,347578.7744,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=7679492;christian=7164;zoroastrian=4900;jew=198;other=3075;not_stated=36535;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=khorasan_yazd;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:khuzestan","khuzestan","Khuzestan",2011,4531720,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",4518636,99.7113,,,,,,63838.1011,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=4508387;christian=6486;zoroastrian=1137;jew=63;other=2563;not_stated=13084;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=khuzestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kohgiluyeh_boyer_ahmad","kohgiluyeh_boyer_ahmad","Kohgiluyeh and Boyer-Ahmad",2011,658629,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",657185,99.7808,,,,,,13369.8896,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=656204;christian=675;zoroastrian=160;jew=6;other=140;not_stated=1444;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kohgiluyeh_boyer_ahmad;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:kordestan","kordestan","Kordestan",2011,1493645,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1490852,99.813,,,,,,29629.5434,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1488896;christian=1497;zoroastrian=288;jew=37;other=134;not_stated=2793;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=kordestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:lorestan","lorestan","Lorestan",2011,1754243,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1749161,99.7103,,,,,,29118.6616,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1746580;christian=1998;zoroastrian=414;jew=31;other=138;not_stated=5082;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=lorestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:markazi","markazi","Markazi",2011,1413959,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1409258,99.6675,,,,,,28176.7069,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1407408;christian=1238;zoroastrian=279;jew=6;other=327;not_stated=4701;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=markazi;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:mazandaran","mazandaran","Mazandaran",2011,3073943,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3064674,99.6985,,,,,,24753.2843,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3058751;christian=2316;zoroastrian=325;jew=20;other=3262;not_stated=9269;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=mazandaran;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:north_khorasan","north_khorasan","North Khorasan",2011,867727,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",865185,99.7071,,,,,,25138.1361,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=864312;christian=691;zoroastrian=136;jew=3;other=43;not_stated=2542;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=north_khorasan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:qazvin","qazvin","Qazvin",2011,1201565,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1200202,99.8866,,,,,,15639.8797,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1198564;christian=980;zoroastrian=169;jew=9;other=480;not_stated=1363;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=qazvin;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:qom","qom","Qom",2011,1151672,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1146931,99.5883,,,,,,11602.5101,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1145901;christian=808;zoroastrian=195;jew=9;other=18;not_stated=4741;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=qom;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:semnan","semnan","Semnan",2011,631218,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",628561,99.5791,,,,,,90496.2335,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=627313;christian=548;zoroastrian=116;jew=4;other=580;not_stated=2657;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=semnan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:sistan_baluchestan","sistan_baluchestan","Sistan and Baluchestan",2011,2534327,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",2526781,99.7022,,,,,,174603.5097,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=2521288;christian=4117;zoroastrian=668;jew=35;other=673;not_stated=7546;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=sistan_baluchestan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:tehran_alborz","tehran_alborz","Tehran and Alborz",2011,14595904,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",14542518,99.6342,,,,,,19075.2386,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=14461901;christian=49339;zoroastrian=9478;jew=4582;other=17218;not_stated=53386;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=tehran_alborz;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:west_azarbaijan","west_azarbaijan","West Azarbaijan",2011,3080576,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",3072504,99.738,,,,,,37185.7673,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=3064042;christian=6940;zoroastrian=590;jew=32;other=900;not_stated=8072;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=west_azarbaijan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:zanjan","zanjan","Zanjan",2011,1015734,"SCI published census population for 2011; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1013912,99.8206,,,,,,22206.302,,,"sci-yearbook-1390-table-2-18-religion-ostan-2011|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1012971;christian=702;zoroastrian=191;jew=4;other=44;not_stated=1822;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=zanjan;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:ardabil","ardabil","Ardabil",2016,1270420,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1268306,99.8336,,,,,,20182.4907,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1266598;christian=1455;zoroastrian=181;jew=21;other=51;not_stated=2114;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=ardabil;boundary_stability_unverified"
"IR","ir-province-concordance28-naturalearth10m","province","ir-province-concordance28-naturalearth10m:bushehr","bushehr","Bushehr",2016,1163400,"SCI published census population for 2016; the total is the source Total (جمع) for the concordance unit. This product renders the census record of religious affiliation as the Statistical Centre of Iran (SCI) publishes it. The published categories are Total, Muslim, Christian, Zoroastrian, Jew, Other, and Not stated. Identities outside these recognised categories, including unrecognised religious minorities, do not appear in the official record. The published tables provide no rule for assigning such identities to the Other category or the Not stated category, and this product makes no such assignment.",1160945,99.789,,,,,,23663.0204,,,"sci-yearbook-1395-table-3-18-religion-ostan-2016|naturalearth-10m-admin1-iran","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;muslim=1158654;christian=1833;zoroastrian=140;jew=18;other=300;not_stated=2455;source_categories_verbatim=Total|Muslim|Christian|Zoroastrian|Jew|Other|Not stated;no_religion_category_absent_in_source;exact_national_reconciliation;concordance_unit=bushehr;boundary_stability_unverified"
