"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2011,5401267,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2011 = 5401267. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4313295,79.8571,1087972,20.1429,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2012,5426674,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2012 = 5426674. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4286944,78.9976,1139730,21.0024,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2013,5451270,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2013 = 5451270. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4247583,77.9191,1203687,22.0809,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2014,5471753,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2014 = 5471753. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4185295,76.4891,1286458,23.5109,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2015,5487308,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2015 = 5487308. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4151202,75.651,1336106,24.349,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2016,5503297,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2016 = 5503297. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4108364,74.6528,1394933,25.3472,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2017,5513130,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2017 = 5513130. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4062392,73.6858,1450738,26.3142,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2018,5517919,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2018 = 5517919. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",4006486,72.6086,1511433,27.3914,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2019,5525292,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2019 = 5525292. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3950900,71.5057,1574392,28.4943,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2020,5533793,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2020 = 5533793. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3906066,70.5857,1627727,29.4143,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2021,5548241,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2021 = 5548241. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3851342,69.4155,1696899,30.5845,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2022,5563970,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2022 = 5563970. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3782219,67.977,1781751,32.023,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2023,5603851,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2023 = 5603851. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3721152,66.4035,1882699,33.5965,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2024,5635971,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2024 = 5635971. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3670210,65.1212,1965761,34.8788,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
"FI","fi-adm0-2017-geoboundaries-9469f09","adm0","fi-adm0-2017-geoboundaries-9469f09:FI","FI","Finland",2025,5652881,"Statistics Finland StatFin table 11rx (Population 31.12.), register-based religious-community membership from the Population Information System; national total (Sex=Total, Age=Total), 2025 = 5652881. Membership is an administrative REGISTER construct, not census affiliation, belief, or practice. religious_affiliation = TOTAL minus PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY (the sum of the 22 registered religious-community leaves); no_religion = PERSONS NOT MEMBERS OF ANY RELIGIOUS COMMUNITY; the two sum to the register universe (100% by construction).",3622390,64.0804,2030491,35.9196,,,,335164.094,,,"statfin-px-11rx-religious-community-membership-1990-2025|geoboundaries-gbopen-fin-adm0-9469f09","administrative_register_membership;national_only_adm0;register_construct_not_census_affiliation_not_belief_not_practice;religious_affiliation=total_minus_persons_not_members_of_any_religious_community;no_religion=persons_not_members_of_any_religious_community_register_line_not_irreligion_claim;affiliation_plus_not_member_equals_100_by_construction;verbatim_statfin_26_category_frame_preserved_no_merge_no_zeroing;23_leaves_reconcile_to_published_total;f00_christianity_g00_other_groups_are_roll_up_headings;no_suppressed_cells_in_national_total_slice;statfin_11rx_cc_by_4_0;boundary_geoboundaries_fin_adm0_odbl_1_0_osm_not_cc_by_4_0"
