"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:ngoma","ngoma","Ngoma",2022,404048,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.48,,3.51,,,,868.57,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:ngororero","ngororero","Ngororero",2022,367955,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.26,,3.75,,,,676.48,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyabihu","nyabihu","Nyabihu",2022,319047,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.21,,3.79,,,,537.77,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyagatare","nyagatare","Nyagatare",2022,653861,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.92,,3.07,,,,1918.11,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyamagabe","nyamagabe","Nyamagabe",2022,371501,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,95.84,,4.16,,,,1091.03,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyamasheke","nyamasheke","Nyamasheke",2022,434221,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,98.18,,1.81,,,,1171.22,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyanza","nyanza","Nyanza",2022,365718,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.61,,3.38,,,,671.89,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyarugenge","nyarugenge","Nyarugenge",2022,374319,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.16,,3.85,,,,132.46,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:nyaruguru","nyaruguru","Nyaruguru",2022,318126,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.26,,3.72,,,,1011.17,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rubavu","rubavu","Rubavu",2022,546683,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.19,,2.8,,,,386.23,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:ruhango","ruhango","Ruhango",2022,359121,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.23,,2.76,,,,625.93,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rulindo","rulindo","Rulindo",2022,360144,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.14,,2.87,,,,567.32,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rusizi","rusizi","Rusizi",2022,485529,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.75,,2.25,,,,960.2,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rutsiro","rutsiro","Rutsiro",2022,369180,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,97.27,,2.72,,,,1160.85,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
"RW","rw-district-2012-geoboundaries-adm2","district","rw-district-2012-geoboundaries-adm2:rwamagana","rwamagana","Rwamagana",2022,484953,"district resident population from the exact RPHC5 Table D.1 district Total row; the stated-response denominator for the percentages excludes the not-stated count. Religion shares carry two-decimal source precision",,96.05,,3.95,,,,680.74,,,"nisr-rphc5-2022-social-cultural-tabled1-religion-by-sector|geoboundaries-rwa-adm2-2012","stated_response_denominator_excludes_not_stated;named_religions_in_religious_affiliation;no_religion_category_is_no_religion;district_total_row_two_decimal_precision;district_populations_reconcile_to_national_total"
