"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:20","20","Qalqiliya",2017,107989,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",107989,100,,,,,,165.3346,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=107973;christian=11;other=5;not_stated=0;source_area_name=Qalqiliya;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:25","25","Salfit",2017,73704,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",73704,100,,,,,,204.4265,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=73693;christian=4;other=7;not_stated=0;source_area_name=Salfit;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:30","30","Ramallah & Al-Bireh",2017,315083,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",314641,99.8597,,,,,,837.928,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=304326;christian=10255;other=60;not_stated=442;source_area_name=Ramallah & Al-Bireh;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:35","35","Jericho & Al-Aghwar",2017,47325,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",47254,99.85,,,,,,592.8673,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=46962;christian=285;other=7;not_stated=71;source_area_name=Jericho & Al-Aghwar;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:40","40","Jerusalem",2017,392835,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",392536,99.9239,,,,,,349.1644,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=383384;christian=8558;other=594;not_stated=299;source_area_name=Jerusalem;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:45","45","Bethlehem",2017,212191,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",212048,99.9326,,,,,,655.4072,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=188851;christian=23165;other=32;not_stated=143;source_area_name=Bethlehem;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:50","50","Hebron",2017,705589,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",705551,99.9946,,,,,,1000.0589,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=705473;christian=59;other=19;not_stated=38;source_area_name=Hebron;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:55","55","North Gaza",2017,363726,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",363707,99.9948,,,,,,60.9002,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=363597;christian=20;other=90;not_stated=19;source_area_name=North Gaza;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:60","60","Gaza",2017,640314,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",640281,99.9948,,,,,,74.5767,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=639155;christian=1082;other=44;not_stated=33;source_area_name=Gaza;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:65","65","Dier Al-Balah",2017,269425,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",269416,99.9967,,,,,,56.7026,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=269360;christian=8;other=48;not_stated=9;source_area_name=Dier Al-Balah;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:70","70","Khan Yunis",2017,366520,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",366520,100,,,,,,109.5935,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=366462;christian=16;other=42;not_stated=0;source_area_name=Khan Yunis;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
"PS","ps-governorate-2017-geoboundaries-adm2","governorate","ps-governorate-2017-geoboundaries-adm2:75","75","Rafah",2017,232967,"PCBS 2017 preliminary Table 3 Palestinian population by governorate and religion. The table reports actually counted population with stated characteristics and excludes post-enumeration undercoverage estimates; PCBS used a different undercoverage method for Jerusalem J1. Total includes Islam, Christian, Other, and Not Stated.",232967,100,,,,,,63.1415,,,"pcbs-phc-2017-governorate-religion|geoboundaries-pse-adm2-2017","census_affiliation_recognised_frame;affiliation=total_minus_not_stated;islam=232919;christian=12;other=36;not_stated=0;source_area_name=Rafah;source_categories_verbatim=Total|Islam|Christian|Other|Not Stated;no_religion_category_absent_in_source;exact_row_and_national_reconciliation;religious_change_withheld_across_coverage_break;2017_boundary_frame;boundary_stability_unverified"
