"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:mondul-kiri","mondul-kiri","Mondul Kiri",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,54.7,,45.3,,,,13710.5073,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=54.7|Muslims=5.5|Christians=4.4|Other=35.5;buddhist_share=54.7;minority_share=45.3;printed_row_sum=100.1;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_withheld_reclassification_highland_other_share"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:mondul-kiri","mondul-kiri","Mondul Kiri",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,70.4,,29.6,,,,13710.5073,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=70.4|Muslims=4.4|Christian=4.0|Other=21.2;buddhist_share=70.4;minority_share=29.6;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_withheld_reclassification_highland_other_share"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:otdar-meanchey","otdar-meanchey","Otdar Meanchey",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.8,,0.2,,,,6658.958,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=99.8|Muslims=0.1|Christians=0.1|Other=0.0;buddhist_share=99.8;minority_share=0.2;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:otdar-meanchey","otdar-meanchey","Otdar Meanchey",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.5,,0.5,,,,6658.958,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=99.5|Muslims=0.2|Christian=0.3|Other=0.0;buddhist_share=99.5;minority_share=0.5;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:pailin","pailin","Pailin",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.1,,0.9,,,,1080.3581,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=99.1|Muslims=0.7|Christians=0.2|Other=0.0;buddhist_share=99.1;minority_share=0.9;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:pailin","pailin","Pailin",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,98.3,,1.7,,,,1080.3581,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=98.3|Muslims=1.0|Christian=0.7|Other=0.0;buddhist_share=98.3;minority_share=1.7;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:phnom-penh","phnom-penh","Phnom Penh",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,97.5,,2.5,,,,682.7028,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=97.5|Muslims=1.5|Christians=0.8|Other=0.1;buddhist_share=97.5;minority_share=2.5;printed_row_sum=99.9;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:phnom-penh","phnom-penh","Phnom Penh",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,97.8,,2.2,,,,682.7028,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=97.8|Muslims=1.6|Christian=0.5|Other=0.1;buddhist_share=97.8;minority_share=2.2;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:preah-sihanouk","preah-sihanouk","Preah Sihanouk",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,94.5,,5.5,,,,2643.7015,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=94.5|Muslims=4.7|Christians=0.7|Other=0.1;buddhist_share=94.5;minority_share=5.5;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:preah-sihanouk","preah-sihanouk","Preah Sihanouk",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,96.2,,3.8,,,,2643.7015,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=96.2|Muslims=3.6|Christian=0.2|Other=0.0;buddhist_share=96.2;minority_share=3.8;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:preah-vihear","preah-vihear","Preah Vihear",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.4,,0.6,,,,14095.0124,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=99.4|Muslims=0.3|Christians=0.3|Other=0.0;buddhist_share=99.4;minority_share=0.6;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:preah-vihear","preah-vihear","Preah Vihear",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.1,,0.9,,,,14095.0124,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=99.1|Muslims=0.5|Christian=0.3|Other=0.0;buddhist_share=99.1;minority_share=0.9;printed_row_sum=99.9;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:prey-veng","prey-veng","Prey Veng",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.5,,0.5,,,,4784.0078,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=99.5|Muslims=0.1|Christians=0.2|Other=0.1;buddhist_share=99.5;minority_share=0.5;printed_row_sum=99.9;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:prey-veng","prey-veng","Prey Veng",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.5,,0.5,,,,4784.0078,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=99.5|Muslims=0.2|Christian=0.3|Other=0.0;buddhist_share=99.5;minority_share=0.5;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:pursat","pursat","Pursat",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,97.4,,2.6,,,,12595.4245,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=97.4|Muslims=2.4|Christians=0.2|Other=0.0;buddhist_share=97.4;minority_share=2.6;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:pursat","pursat","Pursat",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,96.9,,3.1,,,,12595.4245,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=96.9|Muslims=3.0|Christian=0.1|Other=0.0;buddhist_share=96.9;minority_share=3.1;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:ratanak-kiri","ratanak-kiri","Ratanak Kiri",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,49.3,,50.7,,,,11823.9971,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=49.3|Muslims=1.3|Christians=2.3|Other=47.2;buddhist_share=49.3;minority_share=50.7;printed_row_sum=100.1;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_withheld_reclassification_highland_other_share"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:ratanak-kiri","ratanak-kiri","Ratanak Kiri",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,73.4,,26.6,,,,11823.9971,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=73.4|Muslims=1.3|Christian=2.1|Other=23.2;buddhist_share=73.4;minority_share=26.6;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_withheld_reclassification_highland_other_share"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:siem-reap","siem-reap","Siem Reap",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.7,,0.3,,,,11410.9961,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=99.7|Muslims=0.2|Christians=0.1|Other=0.0;buddhist_share=99.7;minority_share=0.3;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:siem-reap","siem-reap","Siem Reap",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,99.3,,0.7,,,,11410.9961,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=99.3|Muslims=0.2|Christian=0.4|Other=0.1;buddhist_share=99.3;minority_share=0.7;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:stung-treng","stung-treng","Stung Treng",2008,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,96.1,,3.9,,,,12063.7806,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2008:Buddhist=96.1|Muslims=1.3|Christians=0.4|Other=2.2;buddhist_share=96.1;minority_share=3.9;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
"KH","kh-province-2017-geoboundaries-adm1","province","kh-province-2017-geoboundaries-adm1:stung-treng","stung-treng","Stung Treng",2019,,"No source publishes religion counts or a total population by province for either wave; Table 2.5.1 publishes one-decimal percentage shares only. population_total, the per-category counts, religious_affiliation_count and no_religion_count are therefore null and no count is derived from any percentage. The four categories are re-based to 100 percent (the count table's “Not Stated” column is excluded). Under the two-slot minority-share design religious_affiliation_percent carries the Buddhist (reference-group) share and no_religion_percent carries the minority share (the exact complement, the summed Muslims/Christians/Other share); the per-category composition is carried verbatim in quality_flag.",,93.6,,6.4,,,,12063.7806,,,"nis-gpc-2019-table-2-5-1-religion-province|nis-gpc-2019-priority-table-a4-religion-national|geoboundaries-khm-adm1-2017","census_religion_distribution;frame_rebased_to_100_four_categories;reference_group_buddhist_largest_published_category;religious_affiliation_percent_is_buddhist_reference_share;no_religion_percent_is_minority_share_exact_complement;minority_share_arithmetic_on_published_categories_not_no_religion;not_stated_excluded_from_rebased_frame;composition_2019:Buddhist=93.6|Muslims=4.7|Christian=0.4|Other=1.3;buddhist_share=93.6;minority_share=6.4;printed_row_sum=100.0;row_sum_within_derived_bound_0.20pp;boundary_2017_geoboundaries_odbl;change_computable_2008_2019"
