"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","not_stated_count","not_stated_percent","religious_change","places_of_worship_count","places_per_10000_residents","land_area_sq_km","place_density_per_sq_km","source_dataset_id","source_construct","source_note","quality_flag"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-8","AT-8","Vorarlberg","2001","351095","Full-enumeration population census self-declaration; total population denominator includes the not-stated category","324689","92.48","20945","5.97","5461","1.56",,,,"2603.75271088104",,"statistik-austria-census-religion-bundesland-1951-2001","census_self_declared_religious_affiliation","Religious affiliation is total population minus Ohne Bekenntnis and Ohne Angabe/Unbekannt. Category detail changes across censuses; Sonstiges includes Islam in 1951 and 1961.","full_enumeration_census;not_stated_in_denominator"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-9","AT-9","Wien","2001","1550123","Full-enumeration population census self-declaration; total population denominator includes the not-stated category","1086822","70.11","397596","25.65","65705","4.24",,,,"414.967380265824",,"statistik-austria-census-religion-bundesland-1951-2001","census_self_declared_religious_affiliation","Religious affiliation is total population minus Ohne Bekenntnis and Ohne Angabe/Unbekannt. Category detail changes across censuses; Sonstiges includes Islam in 1951 and 1961.","full_enumeration_census;not_stated_in_denominator"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-1","AT-1","Burgenland","2021","296348.928946674","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","246431.958595542","83.16","49916.9703511322","16.84","0","0",,,,"3965.30473270798",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-2","AT-2","Kärnten","2021","562483.396088508","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","469419.174541044","83.45","93064.2215474644","16.55","0","0",,,,"9545.13515230219",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-3","AT-3","Niederösterreich","2021","1693100.04617836","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","1346604.74014388","79.53","346495.306034483","20.47","0","0",,,,"19199.5431726801",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-4","AT-4","Oberösterreich","2021","1495959.84399014","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","1236791.00328724","82.68","259168.840702893","17.32","0","0",,,,"11987.5635278649",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-5","AT-5","Salzburg","2021","560330.777093025","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","458458.561554536","81.82","101872.215538489","18.18","0","0",,,,"7162.33197705633",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-6","AT-6","Steiermark","2021","1247593.39385294","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","966112.201308212","77.44","281481.192544733","22.56","0","0",,,,"16417.0825913355",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-7","AT-7","Tirol","2021","759552.708685404","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","624720.020985216","82.25","134832.687700188","17.75","0","0",,,,"12651.2135916081",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-8","AT-8","Vorarlberg","2021","399459.65909204","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","324036.296976511","81.12","75423.3621155293","18.88","0","0",,,,"2603.75271088104",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
"AT","at-bundesland-2017-geoboundaries","bundesland","at-bundesland-2017-geoboundaries:AT-9","AT-9","Wien","2021","1921010.65023055","Weighted 2021 total-population estimate: voluntary Microcensus Labour Force Survey module among people aged 16+ in private households, parent-based imputation for children under 16, and an estimate for the institutional population","1265571.50195712","65.88","655439.14827344","34.12","0","0",,,,"414.967380265824",,"statistik-austria-religious-affiliation-bundesland-2021","mixed_sample_survey_imputation_and_institutional_population_estimate","Religion is absent from the 2021 register census. The affiliation question was weighted to compensate for don't know and no information, leaving no unknown category. Official caveat: Values with less than extrapolated 6 000 persons are highly subject to random fluctuations.","sample_survey_estimate;voluntary_response;children_imputed;institutional_population_estimated;small_estimates_randomly_unstable"
