"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
2,"hall_centre_house_site","NZ","w820864289","Kingdom Hall of Jehovah's Witnesses","christian","jehovahs_witness","249, Mill Road, Ōtaki, Ōtaki, 5512","place_of_worship","yes","NA","NA","{""addr:city"":""Ōtaki"",""addr:housenumber"":""249"",""addr:postcode"":""5512"",""addr:street"":""Mill Road"",""addr:suburb"":""Ōtaki"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovah's Witnesses"",""ref:linz:address_id"":""1695575"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w931725177","Kingdom Hall of Jehovah's Witnesses","christian","jehovahs_witness","14, Kivell Street, Rānui, Porirua, 5024","place_of_worship","yes","NA","NA","{""addr:city"":""Porirua"",""addr:housenumber"":""14"",""addr:postcode"":""5024"",""addr:street"":""Kivell Street"",""addr:suburb"":""Rānui"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""layer"":""1"",""name"":""Kingdom Hall of Jehovah's Witnesses"",""ref:linz:address_id"":""1458008"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w974992193","Kingdom Hall of Jehovah's Witnesses","christian","jehovahs_witness","142, Fitzherbert Street, Featherston, Featherston, 5710","place_of_worship","yes","NA","NA","{""addr:city"":""Featherston"",""addr:housenumber"":""142"",""addr:postcode"":""5710"",""addr:street"":""Fitzherbert Street"",""addr:suburb"":""Featherston"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovah's Witnesses"",""ref:linz:address_id"":""506677"",""religion"":""christian"",""roof:shape"":""hipped""}"
2,"hall_centre_house_site","NZ","w430729384","Kingdom Hall Of Jehovah's Witnesses","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""layer"":""1"",""name"":""Kingdom Hall Of Jehovah's Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w940961631","Kingdom Hall Of Jehovah's Witnesses","christian","jehovahs_witness","8, Mclean Street, Wairoa, 4108","place_of_worship","yes","NA","NA","{""addr:city"":""Wairoa"",""addr:housenumber"":""8"",""addr:postcode"":""4108"",""addr:street"":""Mclean Street"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall Of Jehovah's Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w1134437947","Kingdom Hall of Jehovah's Witnesses Feilding","christian","jehovahs_witness","97-99, Beattie Street, Feilding, 4702","place_of_worship","yes","NA","NA","{""addr:city"":""Feilding"",""addr:housenumber"":""97-99"",""addr:postcode"":""4702"",""addr:street"":""Beattie Street"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovah's Witnesses Feilding"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w355670972","Kingdom Hall of Jehovahs Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovahs Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w389136011","Kingdom Hall of Jehovahs Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovahs Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w423115544","Kingdom Hall of Jehovahs Witnesses","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Kingdom Hall of Jehovahs Witnesses""}"
2,"hall_centre_house_site","NZ","w494977778","Kingdom Hall of Jehovahs Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""check_date"":""2024-12-23"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovahs Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w128238989","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w297881352","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w306346067","Kingdom Hall of Jehovas Witnesses","unknown","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses""}"
2,"hall_centre_house_site","NZ","w329287668","Kingdom Hall of Jehovas Witnesses","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w339294206","Kingdom Hall of Jehovas Witnesses","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""LINZ2OSM:dataset"":""ac_waiheke"",""LINZ2OSM:layer"":""ac_buildings"",""linz2osm:objectid"":""1884937"",""LINZ2OSM:source_version"":""2015-04-13"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian"",""source"":""Auckland Council""}"
2,"hall_centre_house_site","NZ","w340031317","Kingdom Hall of Jehovas Witnesses","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""LINZ2OSM:dataset"":""ac_upper_harbour"",""LINZ2OSM:layer"":""ac_buildings"",""linz2osm:objectid"":""2074623"",""LINZ2OSM:source_version"":""2015-04-13"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian"",""source"":""Auckland Council""}"
2,"hall_centre_house_site","NZ","w340117561","Kingdom Hall of Jehovas Witnesses","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""check_date"":""2025-07-17"",""LINZ2OSM:dataset"":""ac_franklin"",""LINZ2OSM:layer"":""ac_buildings"",""linz2osm:objectid"":""2061496"",""LINZ2OSM:source_version"":""2015-04-13"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian"",""source"":""Auckland Council""}"
2,"hall_centre_house_site","NZ","w362729272","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w385652082","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""layer"":""1"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w388350822","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""check_date"":""2024-08-31"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w400742111","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w82071561","Kingdom Hall of Jehovas Witnesses","christian","jehovahs_witness","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""jehovahs_witness"",""name"":""Kingdom Hall of Jehovas Witnesses"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n6585095142","Kingdom Life Ministries Christian Centre","christian","nondenominational","22, Ormiston Road, East Tāmaki, Auckland, 2016","place_of_worship","","-36.9599","174.8929","{""addr:city"":""Auckland"",""addr:housenumber"":""22"",""addr:postcode"":""2016"",""addr:street"":""Ormiston Road"",""addr:suburb"":""East Tāmaki"",""amenity"":""place_of_worship"",""denomination"":""nondenominational"",""name"":""Kingdom Life Ministries Christian Centre"",""religion"":""christian"",""start_date"":""2006""}"
2,"hall_centre_house_site","NZ","n6584973278","Kingdom Life Ministries Worship Centre","christian","nondenominational","46, Gossamer Drive, Pakuranga Heights, Auckland, 2010","place_of_worship","","-36.9103","174.8901","{""addr:city"":""Auckland"",""addr:housenumber"":""46"",""addr:place"":""Elm Park Primary School"",""addr:postcode"":""2010"",""addr:street"":""Gossamer Drive"",""addr:suburb"":""Pakuranga Heights"",""amenity"":""place_of_worship"",""denomination"":""nondenominational"",""name"":""Kingdom Life Ministries Worship Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w368855183","Kingston Community Church","christian","nondenominational","16, London Terrace, Awapuni, Palmerston North, 4412","place_of_worship","yes","NA","NA","{""addr:city"":""Palmerston North"",""addr:housenumber"":""16"",""addr:postcode"":""4412"",""addr:street"":""London Terrace"",""addr:suburb"":""Awapuni"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Kingston Community Church"",""ref:linz:address_id"":""532703"",""religion"":""christian"",""service_times"":""Su 10:00"",""website"":""https://www.kingstoncommunitychurch.com/""}"
2,"hall_centre_house_site","NZ","w331969804","Knox Hall","christian","","4A, Birdwood Crescent, Parnell","place_of_worship","yes","NA","NA","{""addr:housenumber"":""4A"",""addr:street"":""Birdwood Crescent"",""addr:suburb"":""Parnell"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Knox Hall"",""ref:linz:address_id"":""1140768"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w322660716","Korean Presbyterian Church of Auckland / The Auckland Korean Church Community Center","christian","presbyterian","22, Edmonton Road, Henderson, Auckland, 0612","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""22"",""addr:postcode"":""0612"",""addr:street"":""Edmonton Road"",""addr:suburb"":""Henderson"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""presbyterian"",""email"":""kpcanz@kpcanz.com"",""name"":""Korean Presbyterian Church of Auckland / The Auckland Korean Church Community Center"",""religion"":""christian"",""start_date"":""1990"",""website"":""https://community.kpcanz.com/en/index/""}"
2,"hall_centre_house_site","NZ","w329253386","Lady Siotara Hall","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Lady Siotara Hall"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n7192082513","Lake Harvest Community Church","christian","","73, Titiraupenga Street, Taupo, 3330","place_of_worship","","-38.6864","176.0758","{""addr:city"":""Taupo"",""addr:housenumber"":""73"",""addr:postcode"":""3330"",""addr:street"":""Titiraupenga Street"",""amenity"":""place_of_worship"",""name"":""Lake Harvest Community Church"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w663703785","Lakeside Christian Centre","christian","","60, Lowburn Valley Road, Cromwell, 9384","place_of_worship","yes","NA","NA","{""addr:city"":""Cromwell"",""addr:hamlet"":""Lowburn"",""addr:housenumber"":""60"",""addr:place"":""Lowburn Community Church Hall"",""addr:postcode"":""9384"",""addr:street"":""Lowburn Valley Road"",""amenity"":""place_of_worship"",""building"":""yes"",""check_date"":""2025-01-20"",""name"":""Lakeside Christian Centre"",""ref:linz:address_id"":""1401688"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w327545735","Lakeside Christian Life Centre","christian","","1, Emmanuel Place, Huntly, Huntly, 3700","place_of_worship","yes","NA","NA","{""addr:city"":""Huntly"",""addr:housenumber"":""1"",""addr:postcode"":""3700"",""addr:street"":""Emmanuel Place"",""addr:suburb"":""Huntly"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Lakeside Christian Life Centre"",""ref:linz:address_id"":""1719902"",""religion"":""christian"",""start_date"":""1984""}"
2,"hall_centre_house_site","NZ","w495825173","Leeston New Life Centre","christian","anglican;methodist;presbyterian","2, Station Street, Leeston, Leeston, 7632","place_of_worship","yes","NA","NA","{""addr:city"":""Leeston"",""addr:district"":""Selwyn"",""addr:housenumber"":""2"",""addr:postcode"":""7632"",""addr:street"":""Station Street"",""addr:suburb"":""Leeston"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""anglican;methodist;presbyterian"",""email"":""info@leestonnewlife.co.nz"",""name"":""Leeston New Life Centre"",""phone"":""+64 3 324 3697"",""ref:linz:address_id"":""154116"",""religion"":""christian"",""service_times"":""Su 10:00"",""start_date"":""1984"",""website"":""https://www.selwynlifechurches.co.nz/""}"
2,"hall_centre_house_site","NZ","w674850724","Liberty Christian Centre","christian","pentecostal","10a, Howell Road, Taneatua, 3123","place_of_worship","yes","NA","NA","{""addr:city"":""Taneatua"",""addr:housenumber"":""10a"",""addr:postcode"":""3123"",""addr:street"":""Howell Road"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Liberty Christian Centre"",""religion"":""christian"",""start_date"":""1993""}"
2,"hall_centre_house_site","NZ","w622170826","Life Impact Centre Wainuiomata Baptist Church","christian","baptist","38, Wainuiomata Road, Wainuiomata, Lower Hutt, 5014","place_of_worship","yes","NA","NA","{""addr:city"":""Lower Hutt"",""addr:housenumber"":""38"",""addr:postcode"":""5014"",""addr:street"":""Wainuiomata Road"",""addr:suburb"":""Wainuiomata"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""name"":""Life Impact Centre Wainuiomata Baptist Church"",""ref:linz:address_id"":""429751"",""religion"":""christian"",""start_date"":""2012"",""website"":""http://www.lifeimpactcentre.org.nz/""}"
2,"hall_centre_house_site","NZ","w555669164","Linwood Baptist Community Church","christian","baptist","570, Worcester Street, Linwood, Christchurch, 8011","place_of_worship","yes","NA","NA","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""570"",""addr:postcode"":""8011"",""addr:street"":""Worcester Street"",""addr:suburb"":""Linwood"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""baptist"",""email"":""admin@linwoodbaptistnz.org"",""name"":""Linwood Baptist Community Church"",""phone"":""+64 3 389 3621"",""religion"":""christian"",""service_times"":""Su 10:00"",""start_date"":""1900"",""website"":""https://linwoodbaptistnz.org/""}"
2,"hall_centre_house_site","NZ","n12508326803","Linwood Islam Centre - Masjid Al-Shuhada'a","muslim","","223, Linwood Avenue","place_of_worship","","-43.5326","172.6724","{""addr:housenumber"":""223"",""addr:street"":""Linwood Avenue"",""amenity"":""place_of_worship"",""contact:facebook"":""LinwoodMosque"",""mobile"":""+64 27 422 2256;+64 21 051 5767"",""name"":""Linwood Islam Centre - Masjid Al-Shuhada'a"",""religion"":""muslim"",""website"":""https://linwoodislamiccentre.org.nz/""}"
2,"hall_centre_house_site","NZ","n6595286382","Living Hope Worship Centre","christian","assemblies_of_god","595, Te Atatu Road, Te Atatu, Auckland, 0610","place_of_worship","","-36.8421","174.6522","{""addr:city"":""Auckland"",""addr:housenumber"":""595"",""addr:place"":""Te Atatu Community Centre"",""addr:postcode"":""0610"",""addr:street"":""Te Atatu Road"",""addr:suburb"":""Te Atatu"",""amenity"":""place_of_worship"",""denomination"":""assemblies_of_god"",""name"":""Living Hope Worship Centre"",""religion"":""christian"",""start_date"":""2010""}"
2,"hall_centre_house_site","NZ","w388360735","Living Springs Christian Centre","christian","assemblies_of_god","59, Tirau Street, Putaruru, 3411","place_of_worship","yes","NA","NA","{""addr:city"":""Putaruru"",""addr:housenumber"":""59"",""addr:postcode"":""3411"",""addr:street"":""Tirau Street"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""assemblies_of_god"",""name"":""Living Springs Christian Centre"",""ref:nz:heritage"":""4462"",""religion"":""christian"",""start_date"":""1972"",""wikidata"":""Q76859617""}"
2,"hall_centre_house_site","NZ","w236380347","Living Water Worship Centre","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Living Water Worship Centre""}"
2,"hall_centre_house_site","NZ","w767424800","Living Waters Christian Centre","christian","","13, Meeking Place, Christchurch","place_of_worship","","NA","NA","{""addr:city"":""Christchurch"",""addr:country"":""NZ"",""addr:housenumber"":""13"",""addr:street"":""Meeking Place"",""amenity"":""place_of_worship"",""name"":""Living Waters Christian Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w376316428","Lower Hutt Islamic Centre","muslim","sunni","14, Hunter Street, Taitā, Lower Hutt, 5011","place_of_worship","yes","NA","NA","{""addr:city"":""Lower Hutt"",""addr:housenumber"":""14"",""addr:postcode"":""5011"",""addr:street"":""Hunter Street"",""addr:suburb"":""Taitā"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""sunni"",""name"":""Lower Hutt Islamic Centre"",""ref:linz:address_id"":""430414"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w702036652","Mahamudra Centre for Universal Unity","buddhist","gelug","2183, Colville Road, RD4","","","NA","NA","{""addr:country"":""NZ"",""addr:district"":""Coromandel"",""addr:hamlet"":""Colville"",""addr:housenumber"":""2183"",""addr:postcode"":""RD4"",""addr:street"":""Colville Road"",""denomination"":""gelug"",""email"":""retreat@mahamudra.org.nz"",""landuse"":""religious"",""name"":""Mahamudra Centre for Universal Unity"",""phone"":""+64 7 866 6851"",""ref:linz:address_id"":""710547"",""religion"":""buddhist"",""website"":""https://mahamudra.org.nz/""}"
2,"hall_centre_house_site","NZ","w135158138","Malae Fesila Fai Hall","christian","","54, Trevor Hosken Drive, Wiri, Auckland","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""54"",""addr:street"":""Trevor Hosken Drive"",""addr:suburb"":""Wiri"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Malae Fesila Fai Hall"",""ref:linz:address_id"":""1219836"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w388638475","Mangakino Community Parish","christian","catholic","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""catholic"",""name"":""Mangakino Community Parish"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w622565795","Mansfield Street Gospel Hall","christian","brethren","271, Mansfield Street, Newtown, Wellington, 6021","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""271"",""addr:postcode"":""6021"",""addr:street"":""Mansfield Street"",""addr:suburb"":""Newtown"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""brethren"",""name"":""Mansfield Street Gospel Hall"",""ref:linz:address_id"":""1315172"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w645094515","Marist Centre","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""building:levels"":""2"",""name"":""Marist Centre"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","w887399111","Mary MacKillop Centre","christian","catholic","","","","NA","NA","{""barrier"":""fence"",""denomination"":""catholic"",""disused:amenity"":""social_facility"",""landuse"":""religious"",""name"":""Mary MacKillop Centre"",""note"":""Care home was closed in 2019: https://www.nzherald.co.nz/business/string-of-7-closures-hit-nz-rest-homes-mission-bay-latest-to-go-29-elderly-residents-out/3LLRPY6MKJHDEPGK2DNAPD4CCU/"",""religion"":""christian"",""website"":""http://marymackillop.org.nz/auckland""}"
2,"hall_centre_house_site","NZ","n11191907237","Masjid - Khadijah Rototuna Islamic Centre","muslim","sunni","240, Thomas Road","place_of_worship","","-37.731","175.2632","{""addr:housenumber"":""240"",""addr:street"":""Thomas Road"",""amenity"":""place_of_worship"",""contact:facebook"":""ricc2028"",""denomination"":""sunni"",""mobile"":""+64 21 464 757"",""name"":""Masjid - Khadijah Rototuna Islamic Centre"",""name:ar"":""مسجد خديجة - مركز روتوتونا الإسلامي"",""religion"":""muslim"",""website"":""https://ricc.org.nz/""}"
2,"hall_centre_house_site","NZ","n3702024763","Masjid e Abu Hurairah (Kelston Islamic Centre NZMA)","muslim","sunni","45, Cartwright Road, Kelston, Auckland, 0602","place_of_worship","","-36.9045","174.661","{""addr:city"":""Auckland"",""addr:housenumber"":""45"",""addr:postcode"":""0602"",""addr:street"":""Cartwright Road"",""addr:suburb"":""Kelston"",""alt_name"":""Kelston Islamic Centre"",""amenity"":""place_of_worship"",""denomination"":""sunni"",""email"":""kelston@nzma.kiwi.nz"",""mobile"":""+64 21 132 4793;+64 21 081 88122;+64 21 138 9983"",""name"":""Masjid e Abu Hurairah (Kelston Islamic Centre NZMA)"",""name:ar"":""مسجد أبي هريرة"",""ref:linz:address_id"":""1006825"",""religion"":""muslim"",""website"":""http://nzma.kiwi.nz/masjids/kelston/""}"
2,"hall_centre_house_site","NZ","w370869018","Masjid e Bilal - Wanganui Islamic Centre","muslim","sunni","68, Talbot Street, Whanganui East, Whanganui, 4500","place_of_worship","yes","NA","NA","{""addr:city"":""Whanganui"",""addr:housenumber"":""68"",""addr:postcode"":""4500"",""addr:street"":""Talbot Street"",""addr:suburb"":""Whanganui East"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""sunni"",""name"":""Masjid e Bilal - Wanganui Islamic Centre"",""ref:linz:address_id"":""478374"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w574824101","Massey Community Church","christian","nondenominational","8, Vadam Road, Massey, Auckland, 0614","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""8"",""addr:postcode"":""0614"",""addr:street"":""Vadam Road"",""addr:suburb"":""Massey"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""nondenominational"",""name"":""Massey Community Church"",""note"":""115 Royal Road, Massey, Auckland"",""ref:linz:address_id"":""13781"",""religion"":""christian"",""start_date"":""1980"",""website"":""http://www.mcconline.org.nz/""}"
2,"hall_centre_house_site","NZ","w374055847","Masterton Community Church","christian","pentecostal","117, Ngaumutawa Road, Masterton, Masterton, 5810","place_of_worship","yes","NA","NA","{""addr:city"":""Masterton"",""addr:housenumber"":""117"",""addr:postcode"":""5810"",""addr:street"":""Ngaumutawa Road"",""addr:suburb"":""Masterton"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""pentecostal"",""name"":""Masterton Community Church"",""ref:linz:address_id"":""1677714"",""religion"":""christian""}"
2,"hall_centre_house_site","NZ","n6997459482","Matua Community Baptist Church","christian","baptist","","place_of_worship","","-37.6655","176.1264","{""amenity"":""place_of_worship"",""denomination"":""baptist"",""name"":""Matua Community Baptist Church"",""religion"":""christian"",""service_times"":""Su 10:00""}"
2,"hall_centre_house_site","NZ","w330200951","Maunatul Islamic Centre","muslim","","45, Thomas Road, Māngere, Auckland, 2022","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""45"",""addr:postcode"":""2022"",""addr:street"":""Thomas Road"",""addr:suburb"":""Māngere"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Maunatul Islamic Centre"",""ref:linz:address_id"":""1154279"",""religion"":""muslim""}"
2,"hall_centre_house_site","NZ","w1026853339","Maungatapere Community Church","christian","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Maungatapere Community Church"",""phone"":""+6494346120"",""religion"":""christian"",""website"":""http://www.maungataperecommunitychurch.co.nz/""}"
2,"hall_centre_house_site","NZ","w337556072","Meadowlands Methodist Community Church","christian","methodist","128, Whitford Road, Howick, Auckland, 2014","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""128"",""addr:postcode"":""2014"",""addr:street"":""Whitford Road"",""addr:suburb"":""Howick"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist"",""name"":""Meadowlands Methodist Community Church"",""religion"":""christian"",""start_date"":""2000""}"
2,"hall_centre_house_site","NZ","w417423199","Meremere Community Church","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Meremere Community Church""}"
2,"hall_centre_house_site","NZ","w339922875","Methodist Centre of the West","christian","methodist","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""attribution"":""http://www.aucklandcouncil.govt.nz/EN/ratesbuildingproperty/propertyinformation/GIS_maps/Pages/opendata.aspx"",""building"":""yes"",""denomination"":""methodist"",""LINZ2OSM:dataset"":""ac_waitakere"",""LINZ2OSM:layer"":""ac_buildings"",""linz2osm:objectid"":""2579930"",""LINZ2OSM:source_version"":""2015-04-13"",""name"":""Methodist Centre of the West"",""religion"":""christian"",""source"":""Auckland Council"",""wikidata"":""Q112227818""}"
2,"hall_centre_house_site","NZ","w304206964","Methodist Church Centre","christian","","3, Swanson Road, Henderson, Auckland, 0610","place_of_worship","yes","NA","NA","{""addr:city"":""Auckland"",""addr:housenumber"":""3"",""addr:postcode"":""0610"",""addr:street"":""Swanson Road"",""addr:suburb"":""Henderson"",""alt_name"":""Henderson Methodist Church"",""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Methodist Church Centre"",""religion"":""christian"",""start_date"":""1976"",""wikidata"":""Q133803753""}"
2,"hall_centre_house_site","NZ","w1374939457","Methodist Church Hall","unknown","methodist","15, Church Hill Road, Port Albert, Port Albert, 0973","place_of_worship","yes","NA","NA","{""addr:city"":""Port Albert"",""addr:housenumber"":""15"",""addr:postcode"":""0973"",""addr:street"":""Church Hill Road"",""addr:suburb"":""Port Albert"",""amenity"":""place_of_worship"",""building"":""yes"",""denomination"":""methodist"",""name"":""Methodist Church Hall""}"
2,"hall_centre_house_site","NZ","w431499714","Miramar Gospel Hall","christian","brethren","13-15, Park Road, Miramar, Wellington, 6022","place_of_worship","yes","NA","NA","{""addr:city"":""Wellington"",""addr:housenumber"":""13-15"",""addr:postcode"":""6022"",""addr:street"":""Park Road"",""addr:suburb"":""Miramar"",""amenity"":""place_of_worship"",""attribution"":""https://koordinates.com/publisher/wcc/"",""building"":""yes"",""denomination"":""brethren"",""LINZ2OSM:dataset"":""kx_wellington_city_council"",""LINZ2OSM:layer"":""wcc_buildings"",""linz2osm:objectid"":""61180.0"",""LINZ2OSM:source_version"":""2015-02-02"",""name"":""Miramar Gospel Hall"",""religion"":""christian"",""source"":""Wellington City Council - photo 1999, 0.15m"",""start_date"":""1950"",""website"":""https://www.thegospelhall.net/a/Miramar-Gospel-Hall""}"
2,"hall_centre_house_site","NZ","w294798908","Mission Christian Centre","unknown","","","place_of_worship","yes","NA","NA","{""amenity"":""place_of_worship"",""building"":""yes"",""name"":""Mission Christian Centre""}"
