"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id62","id62","Kalimantan Tengah",2010,2212089,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",1643715,74.306,,,,,,154165.7305,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=74.306;minority_share_pct=25.4924;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=62;census_name=KALIMANTAN TENGAH;source_categories_verbatim=Islam=1643715;Kristen=353353;Katolik=58279;Hindu=11149;Budha=2301;Khong Hu Chu=414;Lainnya=138419;Tidak Terjawab=220;Tidak Ditanyakan=4239"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id63","id63","Kalimantan Selatan",2010,3626616,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",3505846,96.6699,,,,,,36751.3246,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=96.6699;minority_share_pct=2.9906;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=63;census_name=KALIMANTAN SELATAN;source_categories_verbatim=Islam=3505846;Kristen=47974;Katolik=16045;Hindu=16064;Budha=11675;Khong Hu Chu=236;Lainnya=16465;Tidak Terjawab=3;Tidak Ditanyakan=12308"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id64","id64","Kalimantan Timur",2010,3553143,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",3033705,85.3809,,,,,,196250.126,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=85.3809;minority_share_pct=14.127;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=64;census_name=KALIMANTAN TIMUR;source_categories_verbatim=Islam=3033705;Kristen=337380;Katolik=138629;Hindu=7657;Budha=16356;Khong Hu Chu=1080;Lainnya=849;Tidak Terjawab=1951;Tidak Ditanyakan=15536"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id71","id71","Sulawesi Utara",2010,2270596,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",701699,30.9037,,,,,,14522.1613,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=30.9037;minority_share_pct=68.8015;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=71;census_name=SULAWESI UTARA;source_categories_verbatim=Islam=701699;Kristen=1444141;Katolik=99980;Hindu=13133;Budha=3076;Khong Hu Chu=511;Lainnya=1363;Tidak Terjawab=83;Tidak Ditanyakan=6610"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id72","id72","Sulawesi Tengah",2010,2635009,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",2047959,77.7211,,,,,,61172.8216,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=77.7211;minority_share_pct=21.8352;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=72;census_name=SULAWESI TENGAH;source_categories_verbatim=Islam=2047959;Kristen=447475;Katolik=21638;Hindu=99579;Budha=3951;Khong Hu Chu=141;Lainnya=2575;Tidak Terjawab=638;Tidak Ditanyakan=11053"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id73","id73","Sulawesi Selatan",2010,8034776,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",7200938,89.6221,,,,,,45463.934,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=89.6221;minority_share_pct=10.2102;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=73;census_name=SULAWESI SELATAN;source_categories_verbatim=Islam=7200938;Kristen=612751;Katolik=124255;Hindu=58393;Budha=19867;Khong Hu Chu=367;Lainnya=4731;Tidak Terjawab=728;Tidak Ditanyakan=12746"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id74","id74","Sulawesi Tenggara",2010,2232586,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",2126126,95.2315,,,,,,36576.3367,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=95.2315;minority_share_pct=4.5009;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=74;census_name=SULAWESI TENGGARA;source_categories_verbatim=Islam=2126126;Kristen=41131;Katolik=12880;Hindu=45441;Budha=978;Khong Hu Chu=48;Lainnya=8;Tidak Terjawab=1471;Tidak Ditanyakan=4503"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id75","id75","Gorontalo",2010,1040164,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",1017396,97.8111,,,,,,12032.4686,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=97.8111;minority_share_pct=2.105;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=75;census_name=GORONTALO;source_categories_verbatim=Islam=1017396;Kristen=16559;Katolik=761;Hindu=3612;Budha=934;Khong Hu Chu=11;Lainnya=18;Tidak Terjawab=205;Tidak Ditanyakan=668"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id76","id76","Sulawesi Barat",2010,1158651,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",957735,82.6595,,,,,,16568.7991,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=82.6595;minority_share_pct=17.2162;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=76;census_name=SULAWESI BARAT;source_categories_verbatim=Islam=957735;Kristen=164667;Katolik=11871;Hindu=16042;Budha=326;Khong Hu Chu=35;Lainnya=6535;Tidak Terjawab=383;Tidak Ditanyakan=1057"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id81","id81","Maluku",2010,1533506,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",776130,50.6115,,,,,,46211.5758,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=50.6115;minority_share_pct=48.9592;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=81;census_name=MALUKU;source_categories_verbatim=Islam=776130;Kristen=634841;Katolik=103629;Hindu=5669;Budha=259;Khong Hu Chu=117;Lainnya=6278;Tidak Terjawab=0;Tidak Ditanyakan=6583"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id82","id82","Maluku Utara",2010,1038087,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",771110,74.2818,,,,,,31508.2447,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=74.2818;minority_share_pct=25.477;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=82;census_name=MALUKU UTARA;source_categories_verbatim=Islam=771110;Kristen=258471;Katolik=5378;Hindu=200;Budha=90;Khong Hu Chu=212;Lainnya=122;Tidak Terjawab=87;Tidak Ditanyakan=2417"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id91","id91","Papua Barat",2010,760422,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",292026,38.4031,,,,,,98528.2326,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=38.4031;minority_share_pct=60.991;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=91;census_name=PAPUA BARAT;source_categories_verbatim=Islam=292026;Kristen=408841;Katolik=53463;Hindu=859;Budha=601;Khong Hu Chu=25;Lainnya=0;Tidak Terjawab=341;Tidak Ditanyakan=4266"
"ID","id-province-2019-cod-adm1","province","id-province-2019-cod-adm1:id94","id94","Papua",2010,2833381,"BPS Sensus Penduduk 2010, 'Penduduk Menurut Wilayah dan Agama yang Dianut'; the denominator is the printed province Total (all persons of all ages, including the Tidak Terjawab and Tidak Ditanyakan residual columns).",450096,15.8855,,,,,,314031.9209,,,"id-sp2010-religion-by-province|geoboundaries-idn-adm1-gbhum-2019","census_flat_frame_minority_share_design;census_affiliation;all_persons_universe;single_select_reported_religion;official_frame_has_no_no_religion_category;no_religion_slot_carries_named_minority_share_not_no_religion;non_response_residual_tidak_terjawab_and_tidak_ditanyakan_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_sp2010_sp2020_dropped_religion;dukcapil_2020plus_is_separate_administrative_construct_not_merged;licence_needs_review_build_then_ask_bps_attribution;boundary_cc_by_3_0_igo;kalimantan_utara_dissolved_into_kalimantan_timur_2010_frame;reference_group=Islam;reference_share_pct=15.8855;minority_share_pct=83.2896;minority_share=Kristen+Katolik+Hindu+Budha+Khong Hu Chu+Lainnya;bps_province_code=94;census_name=PAPUA;source_categories_verbatim=Islam=450096;Kristen=1855245;Katolik=500545;Hindu=2420;Budha=1452;Khong Hu Chu=76;Lainnya=174;Tidak Terjawab=21;Tidak Ditanyakan=23352"
