"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:trnovo_fbih","trnovo_fbih","TRNOVO - FBiH",2013,1502,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",1483,98.735,15,0.9987,,,,320.1888,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=TRNOVO - FBiH;boundary_source_name=Trnovo (BiH);source_categories_verbatim=Islamska=1372;Pravoslavna=96;Katolička=3;Muslimanska=10;Rimokatolička=0;Srpska=2;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=10;Ateist=5;Ostali=0;Ne izjašnjava se=3;Nepoznato=1"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:vogosca","vogosca","VOGOŠĆA",2013,26343,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",25756,97.7717,306,1.1616,,,,69.3974,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=VOGOŠĆA;boundary_source_name=Vogošća;source_categories_verbatim=Islamska=24413;Pravoslavna=545;Katolička=331;Muslimanska=407;Rimokatolička=3;Srpska=5;Jehovini svjedoci=25;Grkokatolička=0;Protestantska=4;Romska=5;Hrišćanska=0;Bošnjačka=2;Hrvat=0;Adventistička=0;Bosanac=2;Agnostik=99;Ateist=207;Ostali=14;Ne izjašnjava se=259;Nepoznato=22"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:bosansko_grahovo","bosansko_grahovo","BOSANSKO GRAHOVO",2013,2449,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",2423,98.9383,8,0.3267,,,,786.2177,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BOSANSKO GRAHOVO;boundary_source_name=Bosansko Grahovo;source_categories_verbatim=Islamska=6;Pravoslavna=2028;Katolička=379;Muslimanska=0;Rimokatolička=4;Srpska=4;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=1;Ateist=7;Ostali=2;Ne izjašnjava se=15;Nepoznato=3"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:drvar","drvar","DRVAR",2013,7036,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",6982,99.2325,28,0.398,,,,531.4952,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=DRVAR;boundary_source_name=Drvar;source_categories_verbatim=Islamska=13;Pravoslavna=6416;Katolička=527;Muslimanska=0;Rimokatolička=22;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=1;Bosanac=0;Agnostik=2;Ateist=26;Ostali=3;Ne izjašnjava se=24;Nepoznato=2"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:glamoc","glamoc","GLAMOČ",2013,3860,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",3840,99.4819,8,0.2073,,,,1068.498,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=GLAMOČ;boundary_source_name=Glamoč;source_categories_verbatim=Islamska=1222;Pravoslavna=1679;Katolička=881;Muslimanska=29;Rimokatolička=22;Srpska=0;Jehovini svjedoci=1;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=3;Bošnjačka=0;Hrvat=3;Adventistička=0;Bosanac=0;Agnostik=2;Ateist=6;Ostali=0;Ne izjašnjava se=12;Nepoznato=0"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:kupres_fbih","kupres_fbih","KUPRES - FBiH",2013,5057,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",5044,99.7429,6,0.1186,,,,572.4273,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=KUPRES - FBiH;boundary_source_name=Kupres (BiH);source_categories_verbatim=Islamska=249;Pravoslavna=314;Katolička=4476;Muslimanska=0;Rimokatolička=3;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=1;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=1;Ateist=5;Ostali=1;Ne izjašnjava se=6;Nepoznato=1"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:livno","livno","LIVNO",2013,34133,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",33688,98.6963,225,0.6592,,,,966.5775,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=LIVNO;boundary_source_name=Livno;source_categories_verbatim=Islamska=3951;Pravoslavna=418;Katolička=28731;Muslimanska=114;Rimokatolička=427;Srpska=10;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=5;Bošnjačka=10;Hrvat=7;Adventistička=1;Bosanac=0;Agnostik=70;Ateist=155;Ostali=14;Ne izjašnjava se=197;Nepoznato=23"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:tomislavgrad","tomislavgrad","TOMISLAVGRAD",2013,31592,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",31493,99.6866,7,0.0222,,,,991.4325,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=TOMISLAVGRAD;boundary_source_name=Tomislavgrad;source_categories_verbatim=Islamska=2463;Pravoslavna=18;Katolička=28996;Muslimanska=11;Rimokatolička=1;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=1;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=2;Ateist=5;Ostali=3;Ne izjašnjava se=44;Nepoznato=48"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:banja_luka","banja_luka","BANJA LUKA",2013,185042,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",178604,96.5208,3297,1.7818,,,,1213.1845,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BANJA LUKA;boundary_source_name=Banja Luka;source_categories_verbatim=Islamska=7526;Pravoslavna=164955;Katolička=4842;Muslimanska=180;Rimokatolička=222;Srpska=228;Jehovini svjedoci=110;Grkokatolička=165;Protestantska=28;Romska=17;Hrišćanska=79;Bošnjačka=15;Hrvat=2;Adventistička=23;Bosanac=0;Agnostik=612;Ateist=2685;Ostali=212;Ne izjašnjava se=2774;Nepoznato=367"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:berkovici","berkovici","BERKOVIĆI",2013,2114,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",2110,99.8108,2,0.0946,,,,302.9,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BERKOVIĆI;boundary_source_name=Berkovići;source_categories_verbatim=Islamska=159;Pravoslavna=1942;Katolička=6;Muslimanska=0;Rimokatolička=0;Srpska=0;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=3;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=0;Ateist=2;Ostali=0;Ne izjašnjava se=1;Nepoznato=1"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:bijeljina","bijeljina","BIJELJINA",2013,107715,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",106434,98.8108,421,0.3908,,,,756.1024,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BIJELJINA;boundary_source_name=Bijeljina;source_categories_verbatim=Islamska=13492;Pravoslavna=91446;Katolička=529;Muslimanska=183;Rimokatolička=19;Srpska=423;Jehovini svjedoci=20;Grkokatolička=0;Protestantska=8;Romska=125;Hrišćanska=49;Bošnjačka=16;Hrvat=5;Adventistička=9;Bosanac=1;Agnostik=63;Ateist=358;Ostali=109;Ne izjašnjava se=744;Nepoznato=116"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:bileca","bileca","BILEĆA",2013,10807,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",10757,99.5373,8,0.074,,,,638.3227,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BILEĆA;boundary_source_name=Bileća;source_categories_verbatim=Islamska=23;Pravoslavna=10690;Katolička=18;Muslimanska=4;Rimokatolička=0;Srpska=17;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=1;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=1;Ateist=7;Ostali=4;Ne izjašnjava se=30;Nepoznato=12"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:bratunac","bratunac","BRATUNAC",2013,20340,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",20259,99.6018,10,0.0492,,,,309.4131,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BRATUNAC;boundary_source_name=Bratunac;source_categories_verbatim=Islamska=7807;Pravoslavna=12174;Katolička=32;Muslimanska=0;Rimokatolička=2;Srpska=209;Jehovini svjedoci=6;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=17;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=2;Ateist=8;Ostali=12;Ne izjašnjava se=23;Nepoznato=48"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:brod","brod","BROD",2013,16619,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",16273,97.918,137,0.8244,,,,239.3802,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=BROD;boundary_source_name=Brod;source_categories_verbatim=Islamska=1509;Pravoslavna=11480;Katolička=3184;Muslimanska=5;Rimokatolička=47;Srpska=24;Jehovini svjedoci=9;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=0;Bošnjačka=0;Hrvat=0;Adventistička=5;Bosanac=0;Agnostik=18;Ateist=119;Ostali=10;Ne izjašnjava se=171;Nepoznato=38"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:cajnice","cajnice","ČAJNIČE",2013,4895,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",4885,99.7957,5,0.1021,,,,288.0395,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=ČAJNIČE;boundary_source_name=Čajniče;source_categories_verbatim=Islamska=885;Pravoslavna=3978;Katolička=6;Muslimanska=2;Rimokatolička=0;Srpska=12;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=1;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=1;Ateist=4;Ostali=1;Ne izjašnjava se=1;Nepoznato=4"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:celinac","celinac","ČELINAC",2013,15548,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",15473,99.5176,31,0.1994,,,,366.5174,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=ČELINAC;boundary_source_name=Čelinac;source_categories_verbatim=Islamska=465;Pravoslavna=14905;Katolička=59;Muslimanska=6;Rimokatolička=1;Srpska=19;Jehovini svjedoci=0;Grkokatolička=3;Protestantska=0;Romska=0;Hrišćanska=5;Bošnjačka=0;Hrvat=0;Adventistička=2;Bosanac=0;Agnostik=8;Ateist=23;Ostali=8;Ne izjašnjava se=34;Nepoznato=10"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:derventa","derventa","DERVENTA",2013,27404,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",26956,98.3652,126,0.4598,,,,518.2151,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=DERVENTA;boundary_source_name=Derventa;source_categories_verbatim=Islamska=1910;Pravoslavna=22396;Katolička=2500;Muslimanska=26;Rimokatolička=68;Srpska=15;Jehovini svjedoci=6;Grkokatolička=14;Protestantska=0;Romska=0;Hrišćanska=7;Bošnjačka=1;Hrvat=0;Adventistička=0;Bosanac=1;Agnostik=20;Ateist=106;Ostali=12;Ne izjašnjava se=270;Nepoznato=52"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:doboj","doboj","DOBOJ",2013,71441,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",70269,98.3595,460,0.6439,,,,701.4508,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=DOBOJ;boundary_source_name=Doboj;source_categories_verbatim=Islamska=15243;Pravoslavna=52415;Katolička=1738;Muslimanska=372;Rimokatolička=39;Srpska=306;Jehovini svjedoci=21;Grkokatolička=0;Protestantska=4;Romska=14;Hrišćanska=27;Bošnjačka=15;Hrvat=7;Adventistička=3;Bosanac=1;Agnostik=72;Ateist=388;Ostali=64;Ne izjašnjava se=549;Nepoznato=163"
"BA","ba-municipality-2013-geoboundaries-adm3","municipality","ba-municipality-2013-geoboundaries-adm3:donji_zabar","donji_zabar","DONJI ŽABAR",2013,3809,"BHAS 2013 Census, Book 2 (Ethnicity/nationality, Religion, Mother tongue), Table 5.1 'Stanovništvo prema vjeroispovijesti i spolu, po općinama/gradovima' (Population by religion and sex, by municipalities/cities), Ukupno/Total (both sexes, all ages). The denominator is the printed municipality total (the BHAS resident-population count).",3800,99.7637,1,0.0263,,,,37.9108,,,"ba-census-2013-book2-t5-1-religion-by-municipality|geoboundaries-bih-adm3-2013","census_declared_religion;all_persons_all_ages_universe;single_select_declared_religion;religious_affiliation_percent_is_summed_named_religion_share;no_religion_percent_is_agnostic_plus_atheist;non_response_undeclared_plus_unknown_in_denominator_neither_slot;shares_need_not_sum_to_100;single_wave_2013_only_1991_held_ethnicity_not_religion_and_no_licensed_prewar_boundary;bhas_official_state_publication_rs_institute_disputed_methodology;boundary_geoboundaries_adm3_public_domain_2013_frame_with_name_crosswalk;source_area_name=DONJI ŽABAR;boundary_source_name=Donji Žabar;source_categories_verbatim=Islamska=4;Pravoslavna=2759;Katolička=1014;Muslimanska=3;Rimokatolička=17;Srpska=2;Jehovini svjedoci=0;Grkokatolička=0;Protestantska=0;Romska=0;Hrišćanska=1;Bošnjačka=0;Hrvat=0;Adventistička=0;Bosanac=0;Agnostik=1;Ateist=0;Ostali=0;Ne izjašnjava se=6;Nepoznato=2"
