"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G4801110",1906,1930,"Dallam, Texas","Dallam","Texas","480","Dallam","1110",4001,1910,,,,,,,777,19.4201,3898.6,"wave_coverage_differs;period_boundary_vintage_differs"
"G0100470",1906,1930,"Dallas, Alabama","Dallas","Alabama","010","Dallas","0470",53401,1910,,,,,,,31471,58.9334,2573.95,"wave_coverage_differs;period_boundary_vintage_differs"
"G0500390",1906,1930,"Dallas, Arkansas","Dallas","Arkansas","050","Dallas","0390",12621,1910,,,,,,,4649,36.8354,1730.4,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900490",1906,1930,"Dallas, Iowa","Dallas","Iowa","190","Dallas","0490",23628,1910,,,,,,,8359,35.3775,1532.49,"wave_coverage_differs;period_boundary_vintage_differs"
"G2900590",1906,1930,"Dallas, Missouri","Dallas","Missouri","290","Dallas","0590",13181,1910,,,,,,,4881,37.0306,1405.97,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801130",1906,1930,"Dallas, Texas","Dallas","Texas","480","Dallas","1130",135748,1910,,,,,,,43082,31.7367,2353.31,"wave_coverage_differs;period_boundary_vintage_differs"
"G5500250",1906,1930,"Dane, Wisconsin","Dane","Wisconsin","550","Dane","0250",77435,1910,,,,,,,32073,41.4193,3207.04,"wave_coverage_differs;period_boundary_vintage_differs"
"G5105900",1906,1930,"Danville City, Virginia","Danville City","Virginia","510","Danville City","5900",19020,1910,,,,,,,8616,45.2997,10.98,"wave_coverage_differs;period_boundary_vintage_differs"
"G3700550",1906,1930,"Dare, North Carolina","Dare","North Carolina","370","Dare","0550",4841,1910,,,,,,,2079,42.9457,1003.43,"wave_coverage_differs;period_boundary_vintage_differs"
"G3900370",1906,1930,"Darke, Ohio","Darke","Ohio","390","Darke","0370",42933,1910,,,,,,,13882,32.3341,1553.34,"wave_coverage_differs;period_boundary_vintage_differs"
"G4500310",1906,1930,"Darlington, South Carolina","Darlington","South Carolina","450","Darlington","0310",36027,1910,,,,,,,15970,44.3279,1468,"wave_coverage_differs;period_boundary_vintage_differs"
"G4200430",1906,1930,"Dauphin, Pennsylvania","Dauphin","Pennsylvania","420","Dauphin","0430",136152,1910,,,,,,,49655,36.4703,1445.43,"wave_coverage_differs;period_boundary_vintage_differs"
"G3700570",1906,1930,"Davidson, North Carolina","Davidson","North Carolina","370","Davidson","0570",29404,1910,,,,,,,11033,37.5221,1468.57,"wave_coverage_differs;period_boundary_vintage_differs"
"G4700370",1906,1930,"Davidson, Tennessee","Davidson","Tennessee","470","Davidson","0370",149478,1910,,,,,,,53147,35.5551,1361.87,"wave_coverage_differs;period_boundary_vintage_differs"
"G3700590",1906,1930,"Davie, North Carolina","Davie","North Carolina","370","Davie","0590",13394,1910,,,,,,,5932,44.2885,691.62,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800270",1906,1930,"Daviess, Indiana","Daviess","Indiana","180","Daviess","0270",27747,1910,,,,,,,13228,47.6736,1131.47,"wave_coverage_differs;period_boundary_vintage_differs"
"G2100590",1906,1930,"Daviess, Kentucky","Daviess","Kentucky","210","Daviess","0590",41020,1910,,,,,,,15401,37.5451,1233.34,"wave_coverage_differs;period_boundary_vintage_differs"
"G2900610",1906,1930,"Daviess, Missouri","Daviess","Missouri","290","Daviess","0610",17605,1910,,,,,,,6785,38.5402,1473.83,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900510",1906,1930,"Davis, Iowa","Davis","Iowa","190","Davis","0510",13315,1910,,,,,,,4331,32.5272,1307.56,"wave_coverage_differs;period_boundary_vintage_differs"
"G4900110",1906,1930,"Davis, Utah","Davis","Utah","490","Davis","0110",10191,1910,,,,,,,5602,54.9701,1641.87,"wave_coverage_differs;period_boundary_vintage_differs"
"G4600350",1906,1930,"Davison, South Dakota","Davison","South Dakota","460","Davison","0350",11625,1910,,,,,,,4582,39.4151,1131.61,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100450",1906,1930,"Dawes, Nebraska","Dawes","Nebraska","310","Dawes","0450",8254,1910,,,,,,,1556,18.8515,3628.75,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300850",1906,1930,"Dawson, Georgia","Dawson","Georgia","130","Dawson","0850",4686,1910,,,,,,,1850,39.4793,555.35,"wave_coverage_differs;period_boundary_vintage_differs"
"G3000210",1906,1930,"Dawson, Montana","Dawson","Montana","300","Dawson","0210",12725,1910,,,,,,,629,4.943,6172.37,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100470",1906,1930,"Dawson, Nebraska","Dawson","Nebraska","310","Dawson","0470",15961,1910,,,,,,,4444,27.8429,2640.31,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801150",1906,1930,"Dawson, Texas","Dawson","Texas","480","Dawson","1150",2320,1910,,,,,,,179,7.7155,2336.51,"wave_coverage_differs;period_boundary_vintage_differs"
"G4600370",1906,1930,"Day, South Dakota","Day","South Dakota","460","Day","0370",14372,1910,,,,,,,5681,39.5282,2825.91,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700370",1906,1930,"De Kalb, Illinois","De Kalb","Illinois","170","DeKalb","0370",33457,1910,,,,,,,10409,31.1116,1643.71,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800330",1906,1930,"De Kalb, Indiana","De Kalb","Indiana","180","DeKalb","0330",25054,1910,,,,,,,8193,32.7014,942.39,"wave_coverage_differs;period_boundary_vintage_differs"
"G2900630",1906,1930,"De Kalb, Missouri","De Kalb","Missouri","290","DeKalb","0630",12531,1910,,,,,,,4658,37.1718,1102.86,"wave_coverage_differs;period_boundary_vintage_differs"
"G4700410",1906,1930,"De Kalb, Tennessee","De Kalb","Tennessee","470","DeKalb","0410",15434,1910,,,,,,,4347,28.1651,852.07,"wave_coverage_differs;period_boundary_vintage_differs"
"G1200270",1906,1930,"De Soto, Florida","De Soto","Florida","120","DeSoto","0270",14200,1910,,,,,,,3810,26.831,1656.11,"wave_coverage_differs;period_boundary_vintage_differs"
"G2200310",1906,1930,"De Soto, Louisiana","De Soto","Louisiana","220","De Soto","0310",27689,1910,,,,,,,9842,35.5448,2316.98,"wave_coverage_differs;period_boundary_vintage_differs"
"G2800330",1906,1930,"De Soto, Mississippi","De Soto","Mississippi","280","DeSoto","0330",23130,1910,,,,,,,8441,36.4937,1287.26,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700390",1906,1930,"De Witt, Illinois","De Witt","Illinois","170","De Witt","0390",18906,1910,,,,,,,5543,29.3187,1049.17,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801230",1906,1930,"De Witt, Texas","De Witt","Texas","480","DeWitt","1230",23501,1910,,,,,,,5493,23.3735,2358.16,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801170",1906,1930,"Deaf Smith, Texas","Deaf Smith","Texas","480","Deaf Smith","1170",3942,1910,,,,,,,651,16.5145,3880.78,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800290",1906,1930,"Dearborn, Indiana","Dearborn","Indiana","180","Dearborn","0290",21396,1910,,,,,,,10823,50.5842,795.58,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300870",1906,1930,"Decatur, Georgia","Decatur","Georgia","130","Decatur","0870",29045,1910,,,,,,,10575,36.409,1614,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800310",1906,1930,"Decatur, Indiana","Decatur","Indiana","180","Decatur","0310",18793,1910,,,,,,,8282,44.0696,966.9,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900530",1906,1930,"Decatur, Iowa","Decatur","Iowa","190","Decatur","0530",16347,1910,,,,,,,5895,36.0617,1381.71,"wave_coverage_differs;period_boundary_vintage_differs"
"G2000390",1906,1930,"Decatur, Kansas","Decatur","Kansas","200","Decatur","0390",8976,1910,,,,,,,1860,20.7219,2315.87,"wave_coverage_differs;period_boundary_vintage_differs"
"G4700390",1906,1930,"Decatur, Tennessee","Decatur","Tennessee","470","Decatur","0390",10093,1910,,,,,,,2641,26.1667,893.24,"wave_coverage_differs;period_boundary_vintage_differs"
"G3000230",1906,1930,"Deer Lodge, Montana","Deer Lodge","Montana","300","Deer Lodge","0230",12988,1910,,,,,,,9572,73.6988,1919.71,"wave_coverage_differs;period_boundary_vintage_differs"
"G3900390",1906,1930,"Defiance, Ohio","Defiance","Ohio","390","Defiance","0390",24498,1910,,,,,,,9038,36.8928,1072.74,"wave_coverage_differs;period_boundary_vintage_differs"
"G0100490",1906,1930,"Dekalb, Alabama","Dekalb","Alabama","010","DeKalb","0490",28261,1910,,,,,,,7828,27.6989,2016.78,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300890",1906,1930,"DeKalb, Georgia","De Kalb","Georgia","130","DeKalb","0890",27881,1910,,,,,,,9825,35.2391,702.25,"wave_coverage_differs;period_boundary_vintage_differs"
"G0600150",1906,1930,"Del Norte, California","Del Norte","California","060","Del Norte","0150",2417,1910,,,,,,,954,39.4704,2627.1,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800350",1906,1930,"Delaware, Indiana","Delaware","Indiana","180","Delaware","0350",51414,1910,,,,,,,13706,26.6581,1025.4,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900550",1906,1930,"Delaware, Iowa","Delaware","Iowa","190","Delaware","0550",17888,1910,,,,,,,6112,34.1682,1499.46,"wave_coverage_differs;period_boundary_vintage_differs"
"G3600250",1906,1930,"Delaware, New York","Delaware","New York","360","Delaware","0250",45575,1910,,,,,,,15186,33.3209,3802.15,"wave_coverage_differs;period_boundary_vintage_differs"
"G3900410",1906,1930,"Delaware, Ohio","Delaware","Ohio","390","Delaware","0410",27182,1910,,,,,,,9559,35.1667,1184.48,"wave_coverage_differs;period_boundary_vintage_differs"
"G4000410",1906,1930,"Delaware, Oklahoma","Delaware","Oklahoma","400","Delaware","0410",11469,1910,,,,,,,950,8.2832,2052.08,"wave_coverage_differs;period_boundary_vintage_differs"
"G4200450",1906,1930,"Delaware, Pennsylvania","Delaware","Pennsylvania","420","Delaware","0450",117906,1910,,,,,,,37537,31.8364,493.96,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800290",1906,1930,"Delta, Colorado","Delta","Colorado","080","Delta","0290",13688,1910,,,,,,,1916,13.9977,2974.89,"wave_coverage_differs;period_boundary_vintage_differs"
"G2600410",1906,1930,"Delta, Michigan","Delta","Michigan","260","Delta","0410",30108,1910,,,,,,,13543,44.9814,3056.37,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801190",1906,1930,"Delta, Texas","Delta","Texas","480","Delta","1190",14566,1910,,,,,,,3653,25.079,719.89,"wave_coverage_differs;period_boundary_vintage_differs"
"G2900650",1906,1930,"Dent, Missouri","Dent","Missouri","290","Dent","0650",13245,1910,,,,,,,2327,17.5689,1953.88,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801210",1906,1930,"Denton, Texas","Denton","Texas","480","Denton","1210",31258,1910,,,,,,,11447,36.621,2480.28,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800310",1906,1930,"Denver, Colorado","Denver","Colorado","080","Denver","0310",213381,1910,,,,,,,58699,27.509,151.86,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900570",1906,1930,"Des Moines, Iowa","Des Moines","Iowa","190","Des Moines","0570",36145,1910,,,,,,,15820,43.7682,1113.05,"wave_coverage_differs;period_boundary_vintage_differs"
"G0500410",1906,1930,"Desha, Arkansas","Desha","Arkansas","050","Desha","0410",15274,1910,,,,,,,2932,19.196,2122.58,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100490",1906,1930,"Deuel, Nebraska","Deuel","Nebraska","310","Deuel","0490",1786,1910,,,,,,,379,21.2206,1141.44,"wave_coverage_differs;period_boundary_vintage_differs"
"G4600390",1906,1930,"Deuel, South Dakota","Deuel","South Dakota","460","Deuel","0390",7768,1910,,,,,,,2418,31.1277,1648.96,"wave_coverage_differs;period_boundary_vintage_differs"
"G4000430",1906,1930,"Dewey, Oklahoma","Dewey","Oklahoma","400","Dewey","0430",14132,1910,,,,,,,1476,10.4444,2611.31,"wave_coverage_differs;period_boundary_vintage_differs"
"G4600410",1906,1930,"Dewey, South Dakota","Dewey","South Dakota","460","Dewey","0410",1145,1910,,,,,,,868,75.8079,4940.01,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801250",1906,1930,"Dickens, Texas","Dickens","Texas","480","Dickens","1250",3092,1910,,,,,,,207,6.6947,2344.51,"wave_coverage_differs;period_boundary_vintage_differs"
"G5100510",1906,1930,"Dickenson, Virginia","Dickenson","Virginia","510","Dickenson","0510",9199,1910,,,,,,,782,8.5009,864.23,"wave_coverage_differs;period_boundary_vintage_differs"
"G3800210",1906,1930,"Dickey, North Dakota","Dickey","North Dakota","380","Dickey","0210",9839,1910,,,,,,,1684,17.1156,2958.15,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900590",1906,1930,"Dickinson, Iowa","Dickinson","Iowa","190","Dickinson","0590",8137,1910,,,,,,,1665,20.4621,1046.24,"wave_coverage_differs;period_boundary_vintage_differs"
"G2000410",1906,1930,"Dickinson, Kansas","Dickinson","Kansas","200","Dickinson","0410",24361,1910,,,,,,,7649,31.3985,2206.52,"wave_coverage_differs;period_boundary_vintage_differs"
"G2600430",1906,1930,"Dickinson, Michigan","Dickinson","Michigan","260","Dickinson","0430",20524,1910,,,,,,,12338,60.115,2011.34,"wave_coverage_differs;period_boundary_vintage_differs"
"G4700430",1906,1930,"Dickson, Tennessee","Dickson","Tennessee","470","Dickson","0430",19955,1910,,,,,,,5200,26.0586,1272.3,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801270",1906,1930,"Dimmit, Texas","Dimmit","Texas","480","Dimmit","1270",3460,1910,,,,,,,238,6.8786,3456.26,"wave_coverage_differs;period_boundary_vintage_differs"
"G5100530",1906,1930,"Dinwiddie, Virginia","Dinwiddie","Virginia","510","Dinwiddie","0530",15442,1910,,,,,,,5311,34.3932,1329.36,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100510",1906,1930,"Dixon, Nebraska","Dixon","Nebraska","310","Dixon","0510",11477,1910,,,,,,,4278,37.2745,1250.71,"wave_coverage_differs;period_boundary_vintage_differs"
"G5400170",1906,1930,"Doddridge, West Virginia","Doddridge","West Virginia","540","Doddridge","0170",12672,1910,,,,,,,3918,30.9186,830.04,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300910",1906,1930,"Dodge, Georgia","Dodge","Georgia","130","Dodge","0910",20127,1910,,,,,,,6813,33.8501,1303.07,"wave_coverage_differs;period_boundary_vintage_differs"
"G2700390",1906,1930,"Dodge, Minnesota","Dodge","Minnesota","270","Dodge","0390",12094,1910,,,,,,,4202,34.7445,1138.53,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100530",1906,1930,"Dodge, Nebraska","Dodge","Nebraska","310","Dodge","0530",22145,1910,,,,,,,7635,34.4773,1408.52,"wave_coverage_differs;period_boundary_vintage_differs"
"G5500270",1906,1930,"Dodge, Wisconsin","Dodge","Wisconsin","550","Dodge","0270",47436,1910,,,,,,,23163,48.83,2349.25,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800330",1906,1930,"Dolores, Colorado","Dolores","Colorado","080","Dolores","0330",642,1910,,,,,,,83,12.9283,2679.66,"wave_coverage_differs;period_boundary_vintage_differs"
"G2000430",1906,1930,"Doniphan, Kansas","Doniphan","Kansas","200","Doniphan","0430",14422,1910,,,,,,,3895,27.0073,1047.61,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801290",1906,1930,"Donley, Texas","Donley","Texas","480","Donley","1290",5284,1910,,,,,,,1436,27.1764,2416.58,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300930",1906,1930,"Dooly, Georgia","Dooly","Georgia","130","Dooly","0930",20554,1910,,,,,,,7303,35.5308,1030.02,"wave_coverage_differs;period_boundary_vintage_differs"
"G5500290",1906,1930,"Door, Wisconsin","Door","Wisconsin","550","Door","0290",18711,1910,,,,,,,8306,44.391,1263.3,"wave_coverage_differs;period_boundary_vintage_differs"
"G2400190",1906,1930,"Dorchester, Maryland","Dorchester","Maryland","240","Dorchester","0190",28669,1910,,,,,,,9231,32.1985,1488.73,"wave_coverage_differs;period_boundary_vintage_differs"
"G4500350",1906,1930,"Dorchester, South Carolina","Dorchester","South Carolina","450","Dorchester","0350",17891,1910,,,,,,,8714,48.7061,1489.77,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300950",1906,1930,"Dougherty, Georgia","Dougherty","Georgia","130","Dougherty","0950",16035,1910,,,,,,,6401,39.9189,866.65,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800350",1906,1930,"Douglas, Colorado","Douglas","Colorado","080","Douglas","0350",3192,1910,,,,,,,187,5.8584,2183.05,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300970",1906,1930,"Douglas, Georgia","Douglas","Georgia","130","Douglas","0970",8953,1910,,,,,,,3451,38.5457,520.63,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700410",1906,1930,"Douglas, Illinois","Douglas","Illinois","170","Douglas","0410",19591,1910,,,,,,,7406,37.8031,1080.63,"wave_coverage_differs;period_boundary_vintage_differs"
"G2000450",1906,1930,"Douglas, Kansas","Douglas","Kansas","200","Douglas","0450",24724,1910,,,,,,,9878,39.9531,1229.28,"wave_coverage_differs;period_boundary_vintage_differs"
"G2700410",1906,1930,"Douglas, Minnesota","Douglas","Minnesota","270","Douglas","0410",17669,1910,,,,,,,6660,37.6931,1864.7,"wave_coverage_differs;period_boundary_vintage_differs"
"G2900670",1906,1930,"Douglas, Missouri","Douglas","Missouri","290","Douglas","0670",16664,1910,,,,,,,2872,17.2348,2109.77,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100550",1906,1930,"Douglas, Nebraska","Douglas","Nebraska","310","Douglas","0550",168546,1910,,,,,,,44740,26.5447,878.91,"wave_coverage_differs;period_boundary_vintage_differs"
"G3200050",1906,1930,"Douglas, Nevada","Douglas","Nevada","320","Douglas","0050",1895,1910,,,,,,,148,7.81,1910.45,"wave_coverage_differs;period_boundary_vintage_differs"
"G4100190",1906,1930,"Douglas, Oregon","Douglas","Oregon","410","Douglas","0190",19674,1910,,,,,,,2329,11.838,13116.37,"wave_coverage_differs;period_boundary_vintage_differs"
"G4600430",1906,1930,"Douglas, South Dakota","Douglas","South Dakota","460","Douglas","0430",6400,1910,,,,,,,2121,33.1406,1123.19,"wave_coverage_differs;period_boundary_vintage_differs"
"G5300170",1906,1930,"Douglas, Washington","Douglas","Washington","530","Douglas","0170",9227,1910,,,,,,,1549,16.7877,4788,"wave_coverage_differs;period_boundary_vintage_differs"
"G5500310",1906,1930,"Douglas, Wisconsin","Douglas","Wisconsin","550","Douglas","0310",47422,1910,,,,,,,16526,34.8488,3453.52,"wave_coverage_differs;period_boundary_vintage_differs"
"G0500430",1906,1930,"Drew, Arkansas","Drew","Arkansas","050","Drew","0430",21960,1910,,,,,,,7140,32.5137,2164.38,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700430",1906,1930,"Du Page, Illinois","Du Page","Illinois","170","Dupage","0430",33432,1910,,,,,,,14426,43.1503,871.5,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800370",1906,1930,"Dubois, Indiana","Dubois","Indiana","180","Dubois","0370",19843,1910,,,,,,,14075,70.9318,1127.39,"wave_coverage_differs;period_boundary_vintage_differs"
"G1900610",1906,1930,"Dubuque, Iowa","Dubuque","Iowa","190","Dubuque","0610",57450,1910,,,,,,,35884,62.4613,1597.07,"wave_coverage_differs;period_boundary_vintage_differs"
"G2500070",1906,1930,"Dukes, Massachusetts","Dukes","Massachusetts","250","Dukes","0070",4504,1910,,,,,,,1684,37.389,286.75,"wave_coverage_differs;period_boundary_vintage_differs"
"G3100570",1906,1930,"Dundy, Nebraska","Dundy","Nebraska","310","Dundy","0570",4098,1910,,,,,,,497,12.1279,2385,"wave_coverage_differs;period_boundary_vintage_differs"
"G2900690",1906,1930,"Dunklin, Missouri","Dunklin","Missouri","290","Dunklin","0690",30328,1910,,,,,,,7402,24.4065,1417.24,"wave_coverage_differs;period_boundary_vintage_differs"
"G3800250",1906,1930,"Dunn, North Dakota","Dunn","North Dakota","380","Dunn","0250",5302,1910,,,,,,,686,12.9385,5392.42,"wave_coverage_differs;period_boundary_vintage_differs"
"G5500330",1906,1930,"Dunn, Wisconsin","Dunn","Wisconsin","550","Dunn","0330",25260,1910,,,,,,,8586,33.9905,2237.41,"wave_coverage_differs;period_boundary_vintage_differs"
"G3700610",1906,1930,"Duplin, North Carolina","Duplin","North Carolina","370","Duplin","0610",25442,1910,,,,,,,9827,38.6251,2125.4,"wave_coverage_differs;period_boundary_vintage_differs"
"G3700630",1906,1930,"Durham, North Carolina","Durham","North Carolina","370","Durham","0630",35276,1910,,,,,,,11482,32.549,771.48,"wave_coverage_differs;period_boundary_vintage_differs"
"G3600270",1906,1930,"Dutchess, New York","Dutchess","New York","360","Dutchess","0270",87661,1910,,,,,,,36875,42.0655,2137.64,"wave_coverage_differs;period_boundary_vintage_differs"
"G1200310",1906,1930,"Duval, Florida","Duval","Florida","120","Duval","0310",75163,1910,,,,,,,22058,29.3469,2186.93,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801310",1906,1930,"Duval, Texas","Duval","Texas","480","Duval","1310",8964,1910,,,,,,,12870,143.5743,4651.6,"wave_coverage_differs;period_boundary_vintage_differs"
"G4700450",1906,1930,"Dyer, Tennessee","Dyer","Tennessee","470","Dyer","0450",27721,1910,,,,,,,8724,31.4707,1363.7,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800370",1906,1930,"Eagle, Colorado","Eagle","Colorado","080","Eagle","0370",2985,1910,,,,,,,222,7.4372,4381.71,"wave_coverage_differs;period_boundary_vintage_differs"
"G1300990",1906,1930,"Early, Georgia","Early","Georgia","130","Early","0990",18122,1910,,,,,,,6372,35.1617,1334.94,"wave_coverage_differs;period_boundary_vintage_differs"
"G2200330",1906,1930,"East Baton Rouge, Louisiana","East Baton Rouge","Louisiana","220","East Baton Rouge","0330",34580,1910,,,,,,,12940,37.4205,1217.92,"wave_coverage_differs;period_boundary_vintage_differs"
"G2200350",1906,1930,"East Carroll, Louisiana","East Carroll","Louisiana","220","East Carroll","0350",11637,1910,,,,,,,4484,38.5323,1145.89,"wave_coverage_differs;period_boundary_vintage_differs"
"G2200370",1906,1930,"East Feliciana, Louisiana","East Feliciana","Louisiana","220","East Feliciana","0370",20055,1910,,,,,,,6581,32.8148,1180.45,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801330",1906,1930,"Eastland, Texas","Eastland","Texas","480","Eastland","1330",23421,1910,,,,,,,7131,30.447,2413.61,"wave_coverage_differs;period_boundary_vintage_differs"
"G2600450",1906,1930,"Eaton, Michigan","Eaton","Michigan","260","Eaton","0450",30499,1910,,,,,,,5342,17.5153,1500.72,"wave_coverage_differs;period_boundary_vintage_differs"
"G5500350",1906,1930,"Eau Claire, Wisconsin","Eau Claire","Wisconsin","550","Eau Claire","0350",32721,1910,,,,,,,13042,39.8582,1671.17,"wave_coverage_differs;period_boundary_vintage_differs"
"G1301010",1906,1930,"Echols, Georgia","Echols","Georgia","130","Echols","1010",3309,1910,,,,,,,975,29.4651,1089.83,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801350",1906,1930,"Ector, Texas","Ector","Texas","480","Ector","1350",1178,1910,,,,,,,124,10.5263,2335.59,"wave_coverage_differs;period_boundary_vintage_differs"
"G3800270",1906,1930,"Eddy, North Dakota","Eddy","North Dakota","380","Eddy","0270",4800,1910,,,,,,,1090,22.7083,1668.26,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700450",1906,1930,"Edgar, Illinois","Edgar","Illinois","170","Edgar","0450",27336,1910,,,,,,,10794,39.4864,1616.14,"wave_coverage_differs;period_boundary_vintage_differs"
"G3700650",1906,1930,"Edgecombe, North Carolina","Edgecombe","North Carolina","370","Edgecombe","0650",32010,1910,,,,,,,4697,14.6735,1312.22,"wave_coverage_differs;period_boundary_vintage_differs"
"G4500370",1906,1930,"Edgefield, South Carolina","Edgefield","South Carolina","450","Edgefield","0370",28281,1910,,,,,,,16783,59.3437,1312.28,"wave_coverage_differs;period_boundary_vintage_differs"
"G2100610",1906,1930,"Edmonson, Kentucky","Edmonson","Kentucky","210","Edmonson","0610",10469,1910,,,,,,,3165,30.2321,797.2,"wave_coverage_differs;period_boundary_vintage_differs"
"G4600450",1906,1930,"Edmunds, South Dakota","Edmunds","South Dakota","460","Edmunds","0450",7654,1910,,,,,,,2285,29.8537,2981.26,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700470",1906,1930,"Edwards, Illinois","Edwards","Illinois","170","Edwards","0470",10049,1910,,,,,,,4147,41.2678,576.77,"wave_coverage_differs;period_boundary_vintage_differs"
"G2000470",1906,1930,"Edwards, Kansas","Edwards","Kansas","200","Edwards","0470",7033,1910,,,,,,,1298,18.4559,1610.91,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801370",1906,1930,"Edwards, Texas","Edwards","Texas","480","Edwards","1370",3768,1910,,,,,,,517,13.7208,5490.46,"wave_coverage_differs;period_boundary_vintage_differs"
"G1301030",1906,1930,"Effingham, Georgia","Effingham","Georgia","130","Effingham","1030",9971,1910,,,,,,,4540,45.532,1250.77,"wave_coverage_differs;period_boundary_vintage_differs"
"G1700490",1906,1930,"Effingham, Illinois","Effingham","Illinois","170","Effingham","0490",20055,1910,,,,,,,10305,51.3837,1243.24,"wave_coverage_differs;period_boundary_vintage_differs"
"G0600170",1906,1930,"El Dorado, California","El Dorado","California","060","El Dorado","0170",7492,1910,,,,,,,458,6.1132,4627.72,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800410",1906,1930,"El Paso, Colorado","El Paso","Colorado","080","El Paso","0410",43321,1910,,,,,,,14259,32.9148,5515.58,"wave_coverage_differs;period_boundary_vintage_differs"
"G4801410",1906,1930,"El Paso, Texas","El Paso","Texas","480","El Paso","1410",52599,1910,,,,,,,30052,57.1342,2628.67,"wave_coverage_differs;period_boundary_vintage_differs"
"G0800390",1906,1930,"Elbert, Colorado","Elbert","Colorado","080","Elbert","0390",5331,1910,,,,,,,234,4.3894,4794.12,"wave_coverage_differs;period_boundary_vintage_differs"
"G1301050",1906,1930,"Elbert, Georgia","Elbert","Georgia","130","Elbert","1050",24125,1910,,,,,,,8380,34.7358,969.21,"wave_coverage_differs;period_boundary_vintage_differs"
"G5100550",1906,1930,"Elizabeth City, Virginia","Elizabeth City","Virginia","510","Elizabeth City","0550",21225,1910,,,,,,,10447,49.2203,132.28,"wave_coverage_differs;period_boundary_vintage_differs"
"G2000490",1906,1930,"Elk, Kansas","Elk","Kansas","200","Elk","0490",10128,1910,,,,,,,2795,27.5968,1684.69,"wave_coverage_differs;period_boundary_vintage_differs"
"G4200470",1906,1930,"Elk, Pennsylvania","Elk","Pennsylvania","420","Elk","0470",35871,1910,,,,,,,17034,47.4868,2155.32,"wave_coverage_differs;period_boundary_vintage_differs"
"G1800390",1906,1930,"Elkhart, Indiana","Elkhart","Indiana","180","Elkhart","0390",49008,1910,,,,,,,16355,33.3721,1211.68,"wave_coverage_differs;period_boundary_vintage_differs"
"G3200070",1906,1930,"Elko, Nevada","Elko","Nevada","320","Elko","0070",8133,1910,,,,,,,263,3.2337,44555.45,"wave_coverage_differs;period_boundary_vintage_differs"
"G2100630",1906,1930,"Elliott, Kentucky","Elliott","Kentucky","210","Elliott","0630",9814,1910,,,,,,,593,6.0424,609.44,"wave_coverage_differs;period_boundary_vintage_differs"
