"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G3800290",1890,1890,"Emmons, North Dakota","Emmons","North Dakota","380","Emmons","0290",1971,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",330,16.7428,15.2207,1250,,,4027.54,"wave_coverage_differs"
"G4801415",1890,1890,"Encinal, Texas","Encinal","Texas","480","Encinal","1415",2744,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,4901.88,"wave_coverage_differs"
"G4801430",1890,1890,"Erath, Texas","Erath","Texas","480","Erath","1430",21594,1890,36,"total church edifices from NHGIS table NT8 (AWF001)",10925,50.5928,16.6713,30800,,,2822.59,"wave_coverage_differs"
"G3600290",1890,1890,"Erie, New York","Erie","New York","360","Erie","0290",322981,1890,330,"total church edifices from NHGIS table NT8 (AWF001)",140513,43.505,10.2173,6801040,,,2710.18,"wave_coverage_differs"
"G3900430",1890,1890,"Erie, Ohio","Erie","Ohio","390","Erie","0430",35462,1890,69,"total church edifices from NHGIS table NT8 (AWF001)",20765,58.5556,19.4574,520900,,,662.26,"wave_coverage_differs"
"G4200490",1890,1890,"Erie, Pennsylvania","Erie","Pennsylvania","420","Erie","0490",86074,1890,165,"total church edifices from NHGIS table NT8 (AWF001)",48271,56.0808,19.1696,1008635,,,2081.01,"wave_coverage_differs"
"G0100530",1890,1890,"Escambia, Alabama","Escambia","Alabama","010","Escambia","0530",8666,1890,43,"total church edifices from NHGIS table NT8 (AWF001)",9365,108.066,49.6192,25935,,,2468.6,"wave_coverage_differs"
"G1200330",1890,1890,"Escambia, Florida","Escambia","Florida","120","Escambia","0330",20188,1890,60,"total church edifices from NHGIS table NT8 (AWF001)",15723,77.8829,29.7206,163580,,,1745.89,"wave_coverage_differs"
"G3200090",1890,1890,"Esmeralda, Nevada","Esmeralda","Nevada","320","Esmeralda","0090",2148,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,20519.64,"wave_coverage_differs"
"G2500090",1890,1890,"Essex, Massachusetts","Essex","Massachusetts","250","Essex","0090",299995,1890,307,"total church edifices from NHGIS table NT8 (AWF001)",146963,48.9885,10.2335,5006513,,,1337.48,"wave_coverage_differs"
"G3400130",1890,1890,"Essex, New Jersey","Essex","New Jersey","340","Essex","0130",256098,1890,246,"total church edifices from NHGIS table NT8 (AWF001)",116844,45.6247,9.6057,7227169,,,331.62,"wave_coverage_differs"
"G3600310",1890,1890,"Essex, New York","Essex","New York","360","Essex","0310",33052,1890,71,"total church edifices from NHGIS table NT8 (AWF001)",18490,55.9422,21.4813,393050,,,5024.87,"wave_coverage_differs"
"G5000090",1890,1890,"Essex, Vermont","Essex","Vermont","500","Essex","0090",9511,1890,18,"total church edifices from NHGIS table NT8 (AWF001)",4390,46.1571,18.9255,49100,,,1749.13,"wave_coverage_differs"
"G5100570",1890,1890,"Essex, Virginia","Essex","Virginia","510","Essex","0570",10047,1890,28,"total church edifices from NHGIS table NT8 (AWF001)",8212,81.7358,27.869,38153,,,686.75,"wave_coverage_differs"
"G2100650",1890,1890,"Estill, Kentucky","Estill","Kentucky","210","Estill","0650",10836,1890,29,"total church edifices from NHGIS table NT8 (AWF001)",7800,71.9823,26.7626,13900,,,662,"wave_coverage_differs"
"G0100550",1890,1890,"Etowah, Alabama","Etowah","Alabama","010","Etowah","0550",21926,1890,98,"total church edifices from NHGIS table NT8 (AWF001)",28460,129.8002,44.6958,89610,,,1423.36,"wave_coverage_differs"
"G3200110",1890,1890,"Eureka, Nevada","Eureka","Nevada","320","Eureka","0110",3275,1890,6,"total church edifices from NHGIS table NT8 (AWF001)",1300,39.6947,18.3206,19000,,,10826.01,"wave_coverage_differs"
"G4600455",1890,1890,"Ewing, South Dakota","Ewing","South Dakota","460","Ewing","0455",16,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,2504.82,"wave_coverage_differs"
"G5100590",1890,1890,"Fairfax, Virginia","Fairfax","Virginia","510","Fairfax","0590",16655,1890,57,"total church edifices from NHGIS table NT8 (AWF001)",13325,80.006,34.224,101025,,,1070.35,"wave_coverage_differs"
"G0900010",1890,1890,"Fairfield, Connecticut","Fairfield","Connecticut","090","Fairfield","0010",150081,1890,200,"total church edifices from NHGIS table NT8 (AWF001)",75385,50.2295,13.3261,3708800,,,1670.14,"wave_coverage_differs"
"G3900450",1890,1890,"Fairfield, Ohio","Fairfield","Ohio","390","Fairfield","0450",33939,1890,117,"total church edifices from NHGIS table NT8 (AWF001)",35320,104.0691,34.4736,316750,,,1317.25,"wave_coverage_differs"
"G4500390",1890,1890,"Fairfield, South Carolina","Fairfield","South Carolina","450","Fairfield","0390",28599,1890,117,"total church edifices from NHGIS table NT8 (AWF001)",33580,117.4167,40.9105,136175,,,1953.58,"wave_coverage_differs"
"G4600470",1890,1890,"Fall River, South Dakota","Fall River","South Dakota","460","Fall River","0470",4478,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1660,37.0701,20.0983,17475,,,4530.17,"wave_coverage_differs"
"G4801450",1890,1890,"Falls, Texas","Falls","Texas","480","Falls","1450",20706,1890,62,"total church edifices from NHGIS table NT8 (AWF001)",15430,74.5195,29.943,55490,,,2004.23,"wave_coverage_differs"
"G1301110",1890,1890,"Fannin, Georgia","Fannin","Georgia","130","Fannin","1110",8724,1890,30,"total church edifices from NHGIS table NT8 (AWF001)",6625,75.9399,34.3879,7400,,,1013.36,"wave_coverage_differs"
"G4801470",1890,1890,"Fannin, Texas","Fannin","Texas","480","Fannin","1470",38709,1890,78,"total church edifices from NHGIS table NT8 (AWF001)",27730,71.6371,20.1504,102218,,,2328.07,"wave_coverage_differs"
"G2700430",1890,1890,"Faribault, Minnesota","Faribault","Minnesota","270","Faribault","0430",16708,1890,44,"total church edifices from NHGIS table NT8 (AWF001)",11105,66.4652,26.3347,120050,,,1869.72,"wave_coverage_differs"
"G4600490",1890,1890,"Faulk, South Dakota","Faulk","South Dakota","460","Faulk","0490",4062,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1725,42.4668,22.1566,17050,,,2605.24,"wave_coverage_differs"
"G0500450",1890,1890,"Faulkner, Arkansas","Faulkner","Arkansas","050","Faulkner","0450",18342,1890,57,"total church edifices from NHGIS table NT8 (AWF001)",11445,62.3978,31.0762,37475,,,1719.94,"wave_coverage_differs"
"G5100610",1890,1890,"Fauquier, Virginia","Fauquier","Virginia","510","Fauquier","0610",22590,1890,77,"total church edifices from NHGIS table NT8 (AWF001)",21030,93.0943,34.0859,145200,,,1686.9,"wave_coverage_differs"
"G0100570",1890,1890,"Fayette, Alabama","Fayette","Alabama","010","Fayette","0570",12823,1890,68,"total church edifices from NHGIS table NT8 (AWF001)",21335,166.3807,53.0297,25675,,,1630.02,"wave_coverage_differs"
"G1301130",1890,1890,"Fayette, Georgia","Fayette","Georgia","130","Fayette","1130",8728,1890,35,"total church edifices from NHGIS table NT8 (AWF001)",10600,121.4482,40.1008,19775,,,516.24,"wave_coverage_differs"
"G1700510",1890,1890,"Fayette, Illinois","Fayette","Illinois","170","Fayette","0510",23367,1890,69,"total church edifices from NHGIS table NT8 (AWF001)",18175,77.7806,29.5288,85300,,,1878.61,"wave_coverage_differs"
"G1800410",1890,1890,"Fayette, Indiana","Fayette","Indiana","180","Fayette","0410",12630,1890,29,"total church edifices from NHGIS table NT8 (AWF001)",11300,89.4695,22.9612,121600,,,557.27,"wave_coverage_differs"
"G1900650",1890,1890,"Fayette, Iowa","Fayette","Iowa","190","Fayette","0650",23141,1890,54,"total church edifices from NHGIS table NT8 (AWF001)",12730,55.0106,23.3352,151730,,,1894.13,"wave_coverage_differs"
"G2100670",1890,1890,"Fayette, Kentucky","Fayette","Kentucky","210","Fayette","0670",35698,1890,47,"total church edifices from NHGIS table NT8 (AWF001)",20142,56.4233,13.166,460750,,,739.49,"wave_coverage_differs"
"G3900470",1890,1890,"Fayette, Ohio","Fayette","Ohio","390","Fayette","0470",22309,1890,57,"total church edifices from NHGIS table NT8 (AWF001)",17770,79.654,25.5502,147475,,,1054.16,"wave_coverage_differs"
"G4200510",1890,1890,"Fayette, Pennsylvania","Fayette","Pennsylvania","420","Fayette","0510",80006,1890,154,"total church edifices from NHGIS table NT8 (AWF001)",53537,66.9162,19.2486,725245,,,2067.48,"wave_coverage_differs"
"G4700470",1890,1890,"Fayette, Tennessee","Fayette","Tennessee","470","Fayette","0470",28878,1890,93,"total church edifices from NHGIS table NT8 (AWF001)",24075,83.368,32.2044,85900,,,1829.15,"wave_coverage_differs"
"G4801490",1890,1890,"Fayette, Texas","Fayette","Texas","480","Fayette","1490",31481,1890,72,"total church edifices from NHGIS table NT8 (AWF001)",16065,51.0308,22.8709,98322,,,2485.8,"wave_coverage_differs"
"G5400190",1890,1890,"Fayette, West Virginia","Fayette","West Virginia","540","Fayette","0190",20542,1890,60,"total church edifices from NHGIS table NT8 (AWF001)",15390,74.9197,29.2085,52760,,,1731.02,"wave_coverage_differs"
"G4700490",1890,1890,"Fentress, Tennessee","Fentress","Tennessee","470","Fentress","0490",5226,1890,16,"total church edifices from NHGIS table NT8 (AWF001)",5050,96.6322,30.6162,5090,,,1292.29,"wave_coverage_differs"
"G3000270",1890,1890,"Fergus, Montana","Fergus","Montana","300","Fergus","0270",3514,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",400,11.383,8.5373,3600,,,23388.14,"wave_coverage_differs"
"G2700450",1890,1890,"Fillmore, Minnesota","Fillmore","Minnesota","270","Fillmore","0450",25966,1890,79,"total church edifices from NHGIS table NT8 (AWF001)",19269,74.2086,30.4244,181600,,,2232.8,"wave_coverage_differs"
"G3100590",1890,1890,"Fillmore, Nebraska","Fillmore","Nebraska","310","Fillmore","0590",16022,1890,42,"total church edifices from NHGIS table NT8 (AWF001)",12496,77.9928,26.214,88835,,,1493.19,"wave_coverage_differs"
"G2000550",1890,1890,"Finney, Kansas","Finney","Kansas","200","Finney","0550",3350,1890,6,"total church edifices from NHGIS table NT8 (AWF001)",1725,51.4925,17.9104,22200,,,2257.23,"wave_coverage_differs"
"G4801510",1890,1890,"Fisher, Texas","Fisher","Texas","480","Fisher","1510",2996,1890,4,"total church edifices from NHGIS table NT8 (AWF001)",750,25.0334,13.3511,3350,,,2335.52,"wave_coverage_differs"
"G3800295",1890,1890,"Flannery, North Dakota","Flannery","North Dakota","380","Flannery","0295",72,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,4821.14,"wave_coverage_differs"
"G2100690",1890,1890,"Fleming, Kentucky","Fleming","Kentucky","210","Fleming","0690",16078,1890,46,"total church edifices from NHGIS table NT8 (AWF001)",13029,81.0362,28.6105,73500,,,910,"wave_coverage_differs"
"G4500410",1890,1890,"Florence, South Carolina","Florence","South Carolina","450","Florence","0410",25027,1890,82,"total church edifices from NHGIS table NT8 (AWF001)",23945,95.6767,32.7646,91700,,,1592.55,"wave_coverage_differs"
"G5500370",1890,1890,"Florence, Wisconsin","Florence","Wisconsin","550","Florence","0370",2604,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",738,28.341,11.5207,7900,,,1288.69,"wave_coverage_differs"
"G1301150",1890,1890,"Floyd, Georgia","Floyd","Georgia","130","Floyd","1150",28391,1890,117,"total church edifices from NHGIS table NT8 (AWF001)",39065,137.5964,41.2102,186548,,,1329.19,"wave_coverage_differs"
"G1800430",1890,1890,"Floyd, Indiana","Floyd","Indiana","180","Floyd","0430",29458,1890,52,"total church edifices from NHGIS table NT8 (AWF001)",20425,69.336,17.6523,431375,,,384.91,"wave_coverage_differs"
"G1900670",1890,1890,"Floyd, Iowa","Floyd","Iowa","190","Floyd","0670",15424,1890,31,"total church edifices from NHGIS table NT8 (AWF001)",8535,55.3358,20.0985,112830,,,1298.57,"wave_coverage_differs"
"G2100710",1890,1890,"Floyd, Kentucky","Floyd","Kentucky","210","Floyd","0710",11256,1890,15,"total church edifices from NHGIS table NT8 (AWF001)",6100,54.1933,13.3262,8450,,,1024.18,"wave_coverage_differs"
"G4801530",1890,1890,"Floyd, Texas","Floyd","Texas","480","Floyd","1530",529,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,2570.62,"wave_coverage_differs"
"G5100630",1890,1890,"Floyd, Virginia","Floyd","Virginia","510","Floyd","0630",14405,1890,42,"total church edifices from NHGIS table NT8 (AWF001)",13050,90.5935,29.1565,24150,,,987.55,"wave_coverage_differs"
"G5100650",1890,1890,"Fluvanna, Virginia","Fluvanna","Virginia","510","Fluvanna","0650",9508,1890,30,"total church edifices from NHGIS table NT8 (AWF001)",9925,104.3858,31.5524,34850,,,753.35,"wave_coverage_differs"
"G4801555",1890,1890,"Foley, Texas","Foley","Texas","480","Foley","1555",25,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,4103.95,"wave_coverage_differs"
"G5500390",1890,1890,"Fond Du Lac, Wisconsin","Fond Du Lac","Wisconsin","550","Fond du Lac","0390",44088,1890,106,"total church edifices from NHGIS table NT8 (AWF001)",30216,68.5357,24.0428,486125,,,1983.5,"wave_coverage_differs"
"G1700530",1890,1890,"Ford, Illinois","Ford","Illinois","170","Ford","0530",17035,1890,43,"total church edifices from NHGIS table NT8 (AWF001)",10450,61.3443,25.2421,125150,,,1259.36,"wave_coverage_differs"
"G2000570",1890,1890,"Ford, Kansas","Ford","Kansas","200","Ford","0570",5308,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1725,32.4981,16.9555,19600,,,2846.6,"wave_coverage_differs"
"G4200530",1890,1890,"Forest, Pennsylvania","Forest","Pennsylvania","420","Forest","0530",8482,1890,22,"total church edifices from NHGIS table NT8 (AWF001)",5615,66.199,25.9373,45028,,,1116.99,"wave_coverage_differs"
"G5500410",1890,1890,"Forest, Wisconsin","Forest","Wisconsin","550","Forest","0410",1012,1890,1,"total church edifices from NHGIS table NT8 (AWF001)",150,14.8221,9.8814,1200,,,3581.93,"wave_coverage_differs"
"G1301170",1890,1890,"Forsyth, Georgia","Forsyth","Georgia","130","Forsyth","1170",11155,1890,38,"total church edifices from NHGIS table NT8 (AWF001)",13925,124.8319,34.0654,18915,,,640.17,"wave_coverage_differs"
"G3700670",1890,1890,"Forsyth, North Carolina","Forsyth","North Carolina","370","Forsyth","0670",28434,1890,102,"total church edifices from NHGIS table NT8 (AWF001)",32325,113.6843,35.8725,253150,,,1011.48,"wave_coverage_differs"
"G4801570",1890,1890,"Fort Bend, Texas","Fort Bend","Texas","480","Fort Bend","1570",10586,1890,39,"total church edifices from NHGIS table NT8 (AWF001)",7785,73.5405,36.8411,22960,,,2292.92,"wave_coverage_differs"
"G3800310",1890,1890,"Foster, North Dakota","Foster","North Dakota","380","Foster","0310",1210,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",375,30.9917,24.7934,4600,,,1675.26,"wave_coverage_differs"
"G1800450",1890,1890,"Fountain, Indiana","Fountain","Indiana","180","Fountain","0450",19558,1890,66,"total church edifices from NHGIS table NT8 (AWF001)",19750,100.9817,33.7458,126100,,,1030.53,"wave_coverage_differs"
"G0100590",1890,1890,"Franklin, Alabama","Franklin","Alabama","010","Franklin","0590",10681,1890,36,"total church edifices from NHGIS table NT8 (AWF001)",10275,96.1989,33.7047,19850,,,1596.73,"wave_coverage_differs"
"G0500470",1890,1890,"Franklin, Arkansas","Franklin","Arkansas","050","Franklin","0470",19934,1890,33,"total church edifices from NHGIS table NT8 (AWF001)",10920,54.7808,16.5546,32885,,,1667.78,"wave_coverage_differs"
"G1200370",1890,1890,"Franklin, Florida","Franklin","Florida","120","Franklin","0370",3308,1890,15,"total church edifices from NHGIS table NT8 (AWF001)",3577,108.1318,45.3446,20522,,,1401.81,"wave_coverage_differs"
"G1301190",1890,1890,"Franklin, Georgia","Franklin","Georgia","130","Franklin","1190",14670,1890,51,"total church edifices from NHGIS table NT8 (AWF001)",12040,82.0723,34.7648,20565,,,1022.2,"wave_coverage_differs"
"G1700550",1890,1890,"Franklin, Illinois","Franklin","Illinois","170","Franklin","0550",17138,1890,43,"total church edifices from NHGIS table NT8 (AWF001)",12970,75.6798,25.0904,40600,,,1117.39,"wave_coverage_differs"
"G1800470",1890,1890,"Franklin, Indiana","Franklin","Indiana","180","Franklin","0470",18366,1890,61,"total church edifices from NHGIS table NT8 (AWF001)",17821,97.0326,33.2135,260600,,,1012.75,"wave_coverage_differs"
"G1900690",1890,1890,"Franklin, Iowa","Franklin","Iowa","190","Franklin","0690",12871,1890,23,"total church edifices from NHGIS table NT8 (AWF001)",4645,36.0889,17.8696,53050,,,1508.73,"wave_coverage_differs"
"G2000590",1890,1890,"Franklin, Kansas","Franklin","Kansas","200","Franklin","0590",20279,1890,59,"total church edifices from NHGIS table NT8 (AWF001)",14940,73.6723,29.0941,150350,,,1494.78,"wave_coverage_differs"
"G2100730",1890,1890,"Franklin, Kentucky","Franklin","Kentucky","210","Franklin","0730",21267,1890,27,"total church edifices from NHGIS table NT8 (AWF001)",11485,54.0039,12.6957,155250,,,548.78,"wave_coverage_differs"
"G2200410",1890,1890,"Franklin, Louisiana","Franklin","Louisiana","220","Franklin","0410",6900,1890,22,"total church edifices from NHGIS table NT8 (AWF001)",4080,59.1304,31.8841,14400,,,1645.8,"wave_coverage_differs"
"G2300070",1890,1890,"Franklin, Maine","Franklin","Maine","230","Franklin","0070",17053,1890,43,"total church edifices from NHGIS table NT8 (AWF001)",13135,77.0246,25.2155,136800,,,4517.15,"wave_coverage_differs"
"G2500110",1890,1890,"Franklin, Massachusetts","Franklin","Massachusetts","250","Franklin","0110",38610,1890,97,"total church edifices from NHGIS table NT8 (AWF001)",31855,82.5045,25.123,630950,,,1805.93,"wave_coverage_differs"
"G2800370",1890,1890,"Franklin, Mississippi","Franklin","Mississippi","280","Franklin","0370",10424,1890,45,"total church edifices from NHGIS table NT8 (AWF001)",12200,117.0376,43.1696,20700,,,1467.93,"wave_coverage_differs"
"G2900710",1890,1890,"Franklin, Missouri","Franklin","Missouri","290","Franklin","0710",28056,1890,75,"total church edifices from NHGIS table NT8 (AWF001)",19245,68.595,26.7322,206215,,,2410.4,"wave_coverage_differs"
"G3100610",1890,1890,"Franklin, Nebraska","Franklin","Nebraska","310","Franklin","0610",7693,1890,18,"total church edifices from NHGIS table NT8 (AWF001)",2770,36.0068,23.3979,22422,,,1491.84,"wave_coverage_differs"
"G3600330",1890,1890,"Franklin, New York","Franklin","New York","360","Franklin","0330",38110,1890,62,"total church edifices from NHGIS table NT8 (AWF001)",19080,50.0656,16.2687,373846,,,4391.89,"wave_coverage_differs"
"G3700690",1890,1890,"Franklin, North Carolina","Franklin","North Carolina","370","Franklin","0690",21090,1890,60,"total church edifices from NHGIS table NT8 (AWF001)",22290,105.6899,28.4495,57140,,,1280.74,"wave_coverage_differs"
"G3900490",1890,1890,"Franklin, Ohio","Franklin","Ohio","390","Franklin","0490",124087,1890,177,"total church edifices from NHGIS table NT8 (AWF001)",67671,54.5351,14.2642,2041545,,,1407.66,"wave_coverage_differs"
"G4200550",1890,1890,"Franklin, Pennsylvania","Franklin","Pennsylvania","420","Franklin","0550",51433,1890,159,"total church edifices from NHGIS table NT8 (AWF001)",58820,114.3624,30.914,587482,,,2001.67,"wave_coverage_differs"
"G4700510",1890,1890,"Franklin, Tennessee","Franklin","Tennessee","470","Franklin","0510",18929,1890,74,"total church edifices from NHGIS table NT8 (AWF001)",24300,128.3745,39.0935,82525,,,1491.19,"wave_coverage_differs"
"G4801590",1890,1890,"Franklin, Texas","Franklin","Texas","480","Franklin","1590",6481,1890,32,"total church edifices from NHGIS table NT8 (AWF001)",7386,113.9639,49.3751,15176,,,763.44,"wave_coverage_differs"
"G5000110",1890,1890,"Franklin, Vermont","Franklin","Vermont","500","Franklin","0110",29755,1890,67,"total church edifices from NHGIS table NT8 (AWF001)",21564,72.4719,22.5172,354200,,,1792.22,"wave_coverage_differs"
"G5100670",1890,1890,"Franklin, Virginia","Franklin","Virginia","510","Franklin","0670",24985,1890,65,"total church edifices from NHGIS table NT8 (AWF001)",19935,79.7879,26.0156,55160,,,1842.89,"wave_coverage_differs"
"G5300210",1890,1890,"Franklin, Washington","Franklin","Washington","530","Franklin","0210",696,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,3277.24,"wave_coverage_differs"
"G2400210",1890,1890,"Frederick, Maryland","Frederick","Maryland","240","Frederick","0210",49512,1890,106,"total church edifices from NHGIS table NT8 (AWF001)",22260,44.9588,21.409,205025,,,1728.33,"wave_coverage_differs"
"G5100690",1890,1890,"Frederick, Virginia","Frederick","Virginia","510","Frederick","0690",17880,1890,76,"total church edifices from NHGIS table NT8 (AWF001)",23805,133.1376,42.5056,201704,,,1100.12,"wave_coverage_differs"
"G2700470",1890,1890,"Freeborn, Minnesota","Freeborn","Minnesota","270","Freeborn","0470",17962,1890,45,"total church edifices from NHGIS table NT8 (AWF001)",12200,67.9212,25.0529,119950,,,1871.06,"wave_coverage_differs"
"G4801610",1890,1890,"Freestone, Texas","Freestone","Texas","480","Freestone","1610",15987,1890,57,"total church edifices from NHGIS table NT8 (AWF001)",15982,99.9687,35.654,28125,,,2310.23,"wave_coverage_differs"
"G0800430",1890,1890,"Fremont, Colorado","Fremont","Colorado","080","Fremont","0430",9156,1890,17,"total church edifices from NHGIS table NT8 (AWF001)",3585,39.1547,18.5671,54450,,,4106.5,"wave_coverage_differs"
"G1900710",1890,1890,"Fremont, Iowa","Fremont","Iowa","190","Fremont","0710",16842,1890,48,"total church edifices from NHGIS table NT8 (AWF001)",12945,76.8614,28.5002,107150,,,1338.09,"wave_coverage_differs"
"G5600130",1890,1890,"Fremont, Wyoming","Fremont","Wyoming","560","Fremont","0130",2463,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",240,9.7442,12.1803,44700,,,54432.32,"wave_coverage_differs"
"G0600190",1890,1890,"Fresno, California","Fresno","California","060","Fresno","0190",32026,1890,40,"total church edifices from NHGIS table NT8 (AWF001)",9875,30.8343,12.4899,164200,,,21473.42,"wave_coverage_differs"
"G4801630",1890,1890,"Frio, Texas","Frio","Texas","480","Frio","1630",3112,1890,3,"total church edifices from NHGIS table NT8 (AWF001)",750,24.1003,9.6401,5800,,,2937.94,"wave_coverage_differs"
"G3100630",1890,1890,"Frontier, Nebraska","Frontier","Nebraska","310","Frontier","0630",8497,1890,7,"total church edifices from NHGIS table NT8 (AWF001)",980,11.5335,8.2382,7785,,,2538.4,"wave_coverage_differs"
"G0500490",1890,1890,"Fulton, Arkansas","Fulton","Arkansas","050","Fulton","0490",10984,1890,21,"total church edifices from NHGIS table NT8 (AWF001)",8150,74.1988,19.1187,11850,,,1606.64,"wave_coverage_differs"
"G1301210",1890,1890,"Fulton, Georgia","Fulton","Georgia","130","Fulton","1210",84655,1890,135,"total church edifices from NHGIS table NT8 (AWF001)",57260,67.6392,15.9471,1125145,,,468.93,"wave_coverage_differs"
"G1700570",1890,1890,"Fulton, Illinois","Fulton","Illinois","170","Fulton","0570",43110,1890,127,"total church edifices from NHGIS table NT8 (AWF001)",35040,81.2804,29.4595,339280,,,2285.85,"wave_coverage_differs"
"G1800490",1890,1890,"Fulton, Indiana","Fulton","Indiana","180","Fulton","0490",16746,1890,56,"total church edifices from NHGIS table NT8 (AWF001)",15700,93.7537,33.4408,108895,,,961.57,"wave_coverage_differs"
"G2100750",1890,1890,"Fulton, Kentucky","Fulton","Kentucky","210","Fulton","0750",10005,1890,24,"total church edifices from NHGIS table NT8 (AWF001)",7100,70.9645,23.988,28850,,,599.6,"wave_coverage_differs"
"G3600350",1890,1890,"Fulton, New York","Fulton","New York","360","Fulton","0350",37650,1890,49,"total church edifices from NHGIS table NT8 (AWF001)",18966,50.3745,13.0146,558270,,,1380.11,"wave_coverage_differs"
"G3900510",1890,1890,"Fulton, Ohio","Fulton","Ohio","390","Fulton","0510",22023,1890,75,"total church edifices from NHGIS table NT8 (AWF001)",18725,85.0247,34.0553,155825,,,1054.71,"wave_coverage_differs"
"G4200570",1890,1890,"Fulton, Pennsylvania","Fulton","Pennsylvania","420","Fulton","0570",10137,1890,52,"total church edifices from NHGIS table NT8 (AWF001)",13960,137.7133,51.2972,63750,,,1134.58,"wave_coverage_differs"
"G3100650",1890,1890,"Furnas, Nebraska","Furnas","Nebraska","310","Furnas","0650",9840,1890,15,"total church edifices from NHGIS table NT8 (AWF001)",2717,27.6118,15.2439,26740,,,1866.45,"wave_coverage_differs"
"G1200390",1890,1890,"Gadsden, Florida","Gadsden","Florida","120","Gadsden","0390",11894,1890,45,"total church edifices from NHGIS table NT8 (AWF001)",9310,78.2748,37.8342,27285,,,1404.54,"wave_coverage_differs"
"G3100670",1890,1890,"Gage, Nebraska","Gage","Nebraska","310","Gage","0670",36344,1890,63,"total church edifices from NHGIS table NT8 (AWF001)",19465,53.5577,17.3344,258025,,,2227.28,"wave_coverage_differs"
"G4801650",1890,1890,"Gaines, Texas","Gaines","Texas","480","Gaines","1650",68,1890,,"total church edifices from NHGIS table NT8 (AWF001)",,,,,,,3892.39,"wave_coverage_differs"
"G1700590",1890,1890,"Gallatin, Illinois","Gallatin","Illinois","170","Gallatin","0590",14935,1890,28,"total church edifices from NHGIS table NT8 (AWF001)",8350,55.9089,18.7479,34550,,,850.16,"wave_coverage_differs"
"G2100770",1890,1890,"Gallatin, Kentucky","Gallatin","Kentucky","210","Gallatin","0770",4611,1890,14,"total church edifices from NHGIS table NT8 (AWF001)",4910,106.4845,30.3622,32850,,,270.94,"wave_coverage_differs"
"G3000310",1890,1890,"Gallatin, Montana","Gallatin","Montana","300","Gallatin","0310",6246,1890,17,"total church edifices from NHGIS table NT8 (AWF001)",3779,60.5027,27.2174,66000,,,7107.09,"wave_coverage_differs"
"G3900530",1890,1890,"Gallia, Ohio","Gallia","Ohio","390","Gallia","0530",27005,1890,117,"total church edifices from NHGIS table NT8 (AWF001)",28920,107.0913,43.3253,210025,,,1220.39,"wave_coverage_differs"
"G4801670",1890,1890,"Galveston, Texas","Galveston","Texas","480","Galveston","1670",31476,1890,41,"total church edifices from NHGIS table NT8 (AWF001)",14845,47.1629,13.0258,608900,,,1040.43,"wave_coverage_differs"
"G0800450",1890,1890,"Garfield, Colorado","Garfield","Colorado","080","Garfield","0450",4478,1890,6,"total church edifices from NHGIS table NT8 (AWF001)",1330,29.7008,13.3988,15700,,,7655.5,"wave_coverage_differs"
"G2000595",1890,1890,"Garfield, Kansas","Garfield","Kansas","200","Garfield","0595",881,1890,1,"total church edifices from NHGIS table NT8 (AWF001)",200,22.7015,11.3507,2000,,,1116.63,"wave_coverage_differs"
"G3100710",1890,1890,"Garfield, Nebraska","Garfield","Nebraska","310","Garfield","0710",1659,1890,1,"total church edifices from NHGIS table NT8 (AWF001)",150,9.0416,6.0277,1400,,,1479.88,"wave_coverage_differs"
"G3800315",1890,1890,"Garfield, North Dakota","Garfield","North Dakota","380","Garfield","0315",33,1890,1,"total church edifices from NHGIS table NT8 (AWF001)",50,151.5152,303.0303,1050,,,2374.61,"wave_coverage_differs"
"G4950175",1890,1890,"Garfield, Utah Territory","Garfield","Utah Territory","495","Garfield","0175",2457,1890,6,"total church edifices from NHGIS table NT8 (AWF001)",1450,59.0151,24.42,10900,,,13493.99,"wave_coverage_differs"
"G5300230",1890,1890,"Garfield, Washington","Garfield","Washington","530","Garfield","0230",3897,1890,9,"total church edifices from NHGIS table NT8 (AWF001)",1800,46.1894,23.0947,23000,,,1860.09,"wave_coverage_differs"
