"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:aerodrom","aerodrom","Aerodrom",2021,77735,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",70555,90.7635,1525,1.9618,,,,21.1658,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=57492;Муслимани (ислам)=2184;Католици=455;Христијани=10096;Протестанти=76;Евангелисти=44;Евангелисти-методисти=24;Јеховини сведоци=44;Друго=140;Не е верник (атеист)=1525;Не се изјаснил=303;Непознато=104;Лица за кои податоците се преземени од административни извори=5248"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:dolneni","dolneni","Dolneni",2021,13126,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",12753,97.1583,1,0.0076,,,,412.02,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=3585;Муслимани (ислам)=8873;Католици=32;Христијани=258;Протестанти=1;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=4;Не е верник (атеист)=1;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=372"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:gazi_baba","gazi_baba","Gazi Baba",2021,69626,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",64294,92.3419,253,0.3634,,,,111.4073,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=38116;Муслимани (ислам)=17476;Католици=148;Христијани=8351;Протестанти=34;Евангелисти=30;Евангелисти-методисти=17;Јеховини сведоци=86;Друго=36;Не е верник (атеист)=253;Не се изјаснил=49;Непознато=28;Лица за кои податоците се преземени од административни извори=5002"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:gevgelija","gevgelija","Gevgelija",2021,21582,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",20440,94.7086,72,0.3336,,,,481.7646,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=14542;Муслимани (ислам)=104;Католици=109;Христијани=5623;Протестанти=12;Евангелисти=3;Евангелисти-методисти=3;Јеховини сведоци=19;Друго=25;Не е верник (атеист)=72;Не се изјаснил=17;Непознато=6;Лица за кои податоците се преземени од административни извори=1047"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:gjorche_petrov","gjorche_petrov","Gjorche Petrov",2021,44844,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",41091,91.631,321,0.7158,,,,67.1473,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=32319;Муслимани (ислам)=3680;Католици=189;Христијани=4755;Протестанти=20;Евангелисти=27;Евангелисти-методисти=5;Јеховини сведоци=27;Друго=69;Не е верник (атеист)=321;Не се изјаснил=97;Непознато=24;Лица за кои податоците се преземени од административни извори=3311"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:gostivar","gostivar","Gostivar",2021,59770,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",56342,94.2647,6,0.01,,,,514.3508,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=8823;Муслимани (ислам)=43459;Католици=187;Христијани=3838;Протестанти=6;Евангелисти=0;Евангелисти-методисти=1;Јеховини сведоци=0;Друго=28;Не е верник (атеист)=6;Не се изјаснил=5;Непознато=8;Лица за кои податоците се преземени од административни извори=3409"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:gradsko","gradsko","Gradsko",2021,3233,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",3098,95.8243,0,0,,,,236.2203,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=965;Муслимани (ислам)=740;Католици=7;Христијани=1386;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=0;Не е верник (атеист)=0;Не се изјаснил=2;Непознато=0;Лица за кои податоците се преземени од административни извори=133"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:ilinden","ilinden","Ilinden",2021,17435,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",16348,93.7654,18,0.1032,,,,96.6709,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=14538;Муслимани (ислам)=855;Католици=27;Христијани=912;Протестанти=7;Евангелисти=1;Евангелисти-методисти=0;Јеховини сведоци=3;Друго=5;Не е верник (атеист)=18;Не се изјаснил=11;Непознато=8;Лица за кои податоците се преземени од административни извори=1050"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:jegunovce","jegunovce","Jegunovce",2021,8895,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",8365,94.0416,11,0.1237,,,,176.5378,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=3795;Муслимани (ислам)=3522;Католици=21;Христијани=1026;Протестанти=1;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=0;Не е верник (атеист)=11;Не се изјаснил=1;Непознато=0;Лица за кои податоците се преземени од административни извори=518"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:karbinci","karbinci","Karbinci",2021,3420,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",3051,89.2105,1,0.0292,,,,230.0504,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=113;Муслимани (ислам)=865;Католици=0;Христијани=2069;Протестанти=3;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=1;Не е верник (атеист)=1;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=368"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:karposh","karposh","Karposh",2021,63760,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",56083,87.9595,1794,2.8137,,,,36.1822,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=44939;Муслимани (ислам)=3629;Католици=410;Христијани=6772;Протестанти=92;Евангелисти=44;Евангелисти-методисти=23;Јеховини сведоци=50;Друго=124;Не е верник (атеист)=1794;Не се изјаснил=393;Непознато=142;Лица за кои податоците се преземени од административни извори=5348"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kavadarci","kavadarci","Kavadarci",2021,35733,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",33182,92.8609,86,0.2407,,,,1003.6271,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=22060;Муслимани (ислам)=1157;Католици=25;Христијани=9859;Протестанти=24;Евангелисти=13;Евангелисти-методисти=1;Јеховини сведоци=12;Друго=31;Не е верник (атеист)=86;Не се изјаснил=9;Непознато=28;Лица за кои податоците се преземени од административни извори=2428"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kichevo","kichevo","Kichevo",2021,39669,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",37232,93.8567,22,0.0555,,,,824.4667,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=12503;Муслимани (ислам)=21056;Католици=59;Христијани=3606;Протестанти=1;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=3;Друго=4;Не е верник (атеист)=22;Не се изјаснил=6;Непознато=4;Лица за кои податоците се преземени од административни извори=2405"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kisela_voda","kisela_voda","Kisela Voda",2021,61965,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",55603,89.7329,718,1.1587,,,,33.7413,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=44426;Муслимани (ислам)=2267;Католици=233;Христијани=8511;Протестанти=43;Евангелисти=26;Евангелисти-методисти=15;Јеховини сведоци=29;Друго=53;Не е верник (атеист)=718;Не се изјаснил=153;Непознато=52;Лица за кои податоците се преземени од административни извори=5439"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kochani","kochani","Kochani",2021,31602,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",29151,92.2442,45,0.1424,,,,359.3666,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=16982;Муслимани (ислам)=2069;Католици=12;Христијани=9976;Протестанти=19;Евангелисти=31;Евангелисти-методисти=7;Јеховини сведоци=35;Друго=20;Не е верник (атеист)=45;Не се изјаснил=4;Непознато=3;Лица за кои податоците се преземени од административни извори=2399"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:konche","konche","Konche",2021,2725,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",2559,93.9083,0,0,,,,232.9007,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=1947;Муслимани (ислам)=607;Католици=3;Христијани=2;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=0;Не е верник (атеист)=0;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=166"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kratovo","kratovo","Kratovo",2021,7545,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",7090,93.9695,12,0.159,,,,375.778,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=6059;Муслимани (ислам)=108;Католици=4;Христијани=904;Протестанти=0;Евангелисти=1;Евангелисти-методисти=0;Јеховини сведоци=13;Друго=1;Не е верник (атеист)=12;Не се изјаснил=4;Непознато=2;Лица за кои податоците се преземени од административни извори=437"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kriva_palanka","kriva_palanka","Kriva Palanka",2021,18059,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",17261,95.5812,20,0.1107,,,,479.6129,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=13431;Муслимани (ислам)=418;Католици=12;Христијани=3341;Протестанти=6;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=52;Друго=1;Не е верник (атеист)=20;Не се изјаснил=12;Непознато=2;Лица за кои податоците се преземени од административни извори=764"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:krivogashtani","krivogashtani","Krivogashtani",2021,5167,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",5054,97.813,2,0.0387,,,,89.0397,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=5022;Муслимани (ислам)=8;Католици=23;Христијани=0;Протестанти=1;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=0;Не е верник (атеист)=2;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=111"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:krushevo","krushevo","Krushevo",2021,8385,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",8066,96.1956,16,0.1908,,,,190.755,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=3351;Муслимани (ислам)=2859;Католици=11;Христијани=1843;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=2;Не е верник (атеист)=16;Не се изјаснил=0;Непознато=1;Лица за кои податоците се преземени од административни извори=302"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:kumanovo","kumanovo","Kumanovo",2021,98104,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",90194,91.9371,212,0.2161,,,,509.4632,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=47908;Муслимани (ислам)=28528;Католици=157;Христијани=13164;Протестанти=374;Евангелисти=19;Евангелисти-методисти=0;Јеховини сведоци=23;Друго=21;Не е верник (атеист)=212;Не се изјаснил=36;Непознато=46;Лица за кои податоците се преземени од административни извори=7616"
"MK","mk-municipality-2021-ocha-codab-adm2","municipality","mk-municipality-2021-ocha-codab-adm2:lipkovo","lipkovo","Lipkovo",2021,22308,"2021 Census of Population, Households and Dwellings in the Republic of North Macedonia, State Statistical Office, book (English edition), table T-06 'Total resident population by religious affiliation and sex, by municipalities'. The universe is the total resident population (1,836,713), which includes 132,260 persons whose data were taken from administrative sources. The denominator is each municipality's printed population total.",21607,96.8576,0,0,,,,272.2248,,,"mk-census-2021-book-t06-religion-by-municipality|ocha-codab-mkd-adm2-2025","census_affiliation;total_resident_population_universe;single_select_reported_religion;religious_affiliation_percent_is_summed_affiliation_share;no_religion_percent_is_non_believer_atheist_line_only;undeclared_unknown_admin_sources_residuals_in_denominator_neither_slot;administratively_sourced_component_rendered_as_published_never_repaired;shares_need_not_sum_to_100;single_wave_2002_held_frame_break_no_cross_wave_change;sso_copyright_ships_with_attribution_courtesy_ask_recorded;source_categories_verbatim=Православни=32;Муслимани (ислам)=21570;Католици=1;Христијани=4;Протестанти=0;Евангелисти=0;Евангелисти-методисти=0;Јеховини сведоци=0;Друго=0;Не е верник (атеист)=0;Не се изјаснил=0;Непознато=0;Лица за кои податоците се преземени од административни извори=701"
