"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:dhaka","dhaka","Dhaka",2022,14734024,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",13980347,94.8848,753677,5.1152,,,,1476.08,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=94.8848;minority_share_pct=5.1152;minority_share=Hindu+Christian+Buddhist+Others;Muslim=13980347;Hindu=672218;Christian=63402;Buddhist=16161;Others=1896;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:dinajpur","dinajpur","Dinajpur",2011,2990128,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",2333253,78.0319,656875,21.9681,,,,3460.16,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=78.0319;minority_share_pct=21.9681;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2333253;Hindu=583313;Christian=37488;Buddhist=473;Others=35601;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:dinajpur","dinajpur","Dinajpur",2022,3315130,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2605690,78.5999,709440,21.4001,,,,3460.16,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=78.5999;minority_share_pct=21.4001;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2605690;Hindu=648312;Christian=46314;Buddhist=925;Others=13889;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:faridpur","faridpur","Faridpur",2011,1912969,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1731133,90.4946,181836,9.5054,,,,2043.69,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=90.4946;minority_share_pct=9.5054;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1731133;Hindu=180366;Christian=930;Buddhist=51;Others=489;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:faridpur","faridpur","Faridpur",2022,2162754,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1978900,91.4991,183854,8.5009,,,,2043.69,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=91.4991;minority_share_pct=8.5009;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1978900;Hindu=182548;Christian=1059;Buddhist=61;Others=186;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:feni","feni","Feni",2011,1437371,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1352866,94.1209,84505,5.8791,,,,906.9,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=94.1209;minority_share_pct=5.8791;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1352866;Hindu=83773;Christian=182;Buddhist=408;Others=142;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:feni","feni","Feni",2022,1648852,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1556655,94.4084,92197,5.5916,,,,906.9,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=94.4084;minority_share_pct=5.5916;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1556655;Hindu=91158;Christian=178;Buddhist=713;Others=148;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:gaibandha","gaibandha","Gaibandha",2011,2379255,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",2205539,92.6987,173716,7.3013,,,,2166.58,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=92.6987;minority_share_pct=7.3013;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2205539;Hindu=167897;Christian=2920;Buddhist=50;Others=2849;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:gaibandha","gaibandha","Gaibandha",2022,2562080,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2379978,92.8924,182102,7.1076,,,,2166.58,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=92.8924;minority_share_pct=7.1076;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2379978;Hindu=177590;Christian=3502;Buddhist=111;Others=899;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:gazipur","gazipur","Gazipur",2011,3403912,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",3200383,94.0207,203529,5.9793,,,,1817.14,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=94.0207;minority_share_pct=5.9793;minority_share=Hindu+Christian+Buddhist+Others;Muslim=3200383;Hindu=176582;Christian=23843;Buddhist=701;Others=2403;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:gazipur","gazipur","Gazipur",2022,5262978,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",4971105,94.4542,291873,5.5458,,,,1817.14,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=94.4542;minority_share_pct=5.5458;minority_share=Hindu+Christian+Buddhist+Others;Muslim=4971105;Hindu=263468;Christian=26187;Buddhist=1679;Others=539;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:gopalganj","gopalganj","Gopalganj",2011,1172415,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",805115,68.6715,367300,31.3285,,,,1475.92,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=68.6715;minority_share_pct=31.3285;minority_share=Hindu+Christian+Buddhist+Others;Muslim=805115;Hindu=353794;Christian=12951;Buddhist=80;Others=475;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:gopalganj","gopalganj","Gopalganj",2022,1295005,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",933667,72.0976,361338,27.9024,,,,1475.92,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=72.0976;minority_share_pct=27.9024;minority_share=Hindu+Christian+Buddhist+Others;Muslim=933667;Hindu=348965;Christian=12049;Buddhist=195;Others=129;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:habiganj","habiganj","Habiganj",2011,2089001,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1731168,82.8706,357833,17.1294,,,,2582.43,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=82.8706;minority_share_pct=17.1294;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1731168;Hindu=352407;Christian=2354;Buddhist=253;Others=2819;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:habiganj","habiganj","Habiganj",2022,2358747,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1980964,83.9837,377783,16.0163,,,,2582.43,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=83.9837;minority_share_pct=16.0163;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1980964;Hindu=374091;Christian=2551;Buddhist=210;Others=931;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jamalpur","jamalpur","Jamalpur",2011,2292674,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",2252181,98.2338,40493,1.7662,,,,2065.68,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=98.2338;minority_share_pct=1.7662;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2252181;Hindu=38832;Christian=985;Buddhist=15;Others=661;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jamalpur","jamalpur","Jamalpur",2022,2499627,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2458607,98.359,41020,1.641,,,,2065.68,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=98.359;minority_share_pct=1.641;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2458607;Hindu=39824;Christian=1052;Buddhist=97;Others=47;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jashore","jashore","Jashore",2011,2764547,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",2446162,88.4833,318385,11.5167,,,,2584.93,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=88.4833;minority_share_pct=11.5167;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2446162;Hindu=310184;Christian=5556;Buddhist=112;Others=2533;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jashore","jashore","Jashore",2022,3076016,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",2756611,89.6163,319405,10.3837,,,,2584.93,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=89.6163;minority_share_pct=10.3837;minority_share=Hindu+Christian+Buddhist+Others;Muslim=2756611;Hindu=313582;Christian=5344;Buddhist=177;Others=302;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jhalokati","jhalokati","Jhalokati",2011,682669,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",613750,89.9045,68919,10.0955,,,,738.75,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=89.9045;minority_share_pct=10.0955;minority_share=Hindu+Christian+Buddhist+Others;Muslim=613750;Hindu=68572;Christian=105;Buddhist=195;Others=47;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jhalokati","jhalokati","Jhalokati",2022,661131,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",599593,90.692,61538,9.308,,,,738.75,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=90.692;minority_share_pct=9.308;minority_share=Hindu+Christian+Buddhist+Others;Muslim=599593;Hindu=61352;Christian=146;Buddhist=32;Others=8;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation;small_cell_under_10;small_cells=Others"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jhenaidah","jhenaidah","Jhenaidah",2011,1771304,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",1601086,90.3902,170218,9.6098,,,,1956.11,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=90.3902;minority_share_pct=9.6098;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1601086;Hindu=167880;Christian=975;Buddhist=28;Others=1335;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:jhenaidah","jhenaidah","Jhenaidah",2022,2005734,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",1836164,91.5457,169570,8.4543,,,,1956.11,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=91.5457;minority_share_pct=8.4543;minority_share=Hindu+Christian+Buddhist+Others;Muslim=1836164;Hindu=168438;Christian=905;Buddhist=143;Others=84;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:joypurhat","joypurhat","Joypurhat",2011,913768,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",819235,89.6546,94533,10.3454,,,,960.25,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=89.6546;minority_share_pct=10.3454;minority_share=Hindu+Christian+Buddhist+Others;Muslim=819235;Hindu=80696;Christian=4822;Buddhist=127;Others=8888;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:joypurhat","joypurhat","Joypurhat",2022,956342,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",859875,89.9129,96467,10.0871,,,,960.25,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=89.9129;minority_share_pct=10.0871;minority_share=Hindu+Christian+Buddhist+Others;Muslim=859875;Hindu=87591;Christian=4756;Buddhist=169;Others=3951;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:khagrachhari","khagrachhari","Khagrachhari",2011,613917,"Sum of the five Table C-13 religion categories (Muslim, Hindu, Christian, Buddhist, Others) at the zila-total line of the 2011 Community Report; the full enumerated population. The 2011 census carried no third-gender (hijra) enumeration and Table C-13 has no not-stated category, so this is the complete enumerated zila population. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share.",274258,44.6735,339659,55.3265,,,,2855.54,,,"bbs-phc-2011-community-report-table-c13-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=44.6735;minority_share_pct=55.3265;minority_share=Hindu+Christian+Buddhist+Others;Muslim=274258;Hindu=103195;Christian=4070;Buddhist=231309;Others=1085;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;universe_2011_full_enumerated_population;no_hijra_enumeration_in_2011;not_stated_category_absent;exact_zila_reconciliation"
"BD","bd-district-2022-geoboundaries-adm2","district","bd-district-2022-geoboundaries-adm2:khagrachhari","khagrachhari","Khagrachhari",2022,714085,"Sum of the five Table P08 religion categories (Muslim, Hindu, Christian, Buddhist, Others), the male + female classified population; excludes hijra (third gender), who are religion-classified only at division level in Table 3.2.15. Under the minority-share design the two metric slots carry the reference-group (Muslim) share and its exact complement, the minority share; the recognised categories are Muslim, Hindu, Christian, Buddhist and Others, with no no-religion and no not-stated category.",332663,46.5859,381422,53.4141,,,,2855.54,,,"bbs-phc-2022-table-p08-religion-district|geoboundaries-bgd-adm2","census_flat_frame_minority_share_design;reference_group=Muslim;reference_share_pct=46.5859;minority_share_pct=53.4141;minority_share=Hindu+Christian+Buddhist+Others;Muslim=332663;Hindu=119703;Christian=4407;Buddhist=256593;Others=719;source_categories_verbatim=Muslim|Hindu|Christian|Buddhist|Others;no_religion_category_absent;not_stated_category_absent;sex_classified_basis_excludes_hijra;exact_zila_reconciliation"
